column_name,column_type,column_description,sample_value,ref_key
CancerType,TEXT,DEPRECATED: Duplicate of CancerTypes,"[""Lung"", ""Breast"", ""Prostate""]",
Updated,DATE,Most recent update reported by TCIA,"[""2018-12-18"", ""2020-05-28"", ""2020-11-30""]",
AnalysisArtifacts,TEXT,Types of analysis artifacts produced,"[""Tumor segmentations"", ""DICOM SR descriptions of patient characteristics, histopathology, receptor status and clinical findings including measurements."", ""Organ Segmentations""]",
license_long_name,TEXT,Long name of license of this analysis result,"[""Creative Commons Attribution 3.0 Unported License""]",
Subjects,NUMBER,Number of subjects whose data was analyzed,"[31, 474, 98]",
license_url,TEXT,URL of license of this analysis result,"[""https://creativecommons.org/licenses/by/3.0/""]",
DOI,TEXT,DEPRECATED: Duplicate of source_doi,"[""10.7937/k9/tcia.2015.1buvfjr7"", ""10.7937/tcia.2019.wgllssg1"", ""10.7937/tcia.nbb4-4655""]",
Access,TEXT,Limited or Public,"[""Public""]",
Collections,TEXT,collection_names of original data collections analyzed,"[""lidc_idri,lung_phantom,qin_lung_ct,rider_lung_ct"", ""breast_diagnosis,breast_mri_nact_pilot,ispy1,tcga_brca"", ""prostatex""]",
license_short_name,TEXT,Short name of license of this analysis result,"[""CC BY 3.0""]",
ID,TEXT,Results ID,"[""QIN-LungCT-Seg"", ""DICOM-SR-Breast-Clinical"", ""PROSTATEx-Seg-Zones""]",
Title,TEXT,Descriptive title,"[""QIN multi-site collection of Lung CT data with Nodule Segmentations"", ""DICOM SR of clinical data and measurement for breast cancer collections to TCIA"", ""PROSTATEx Zone Segmentations""]",
AnalysisArtifactsonTCIA,TEXT,DEPRECATED: Duplicate of AnalysisArtifacts,"[""Tumor segmentations"", ""DICOM SR descriptions of patient characteristics, histopathology, receptor status and clinical findings including measurements."", ""Organ Segmentations""]",
Description,TEXT,Analysis result description,"[""<p> This collection contains lung nodule segmentations obtained using segmentation tools that participated in the QIN challenge “moist run” initiative.</p> \n<p>  Please see the <a class=\""external-link\"" href=\""\"" url=\""https://doi.org/10.7937/K9/TCIA.2015.1BUVFJR7\"" data-toggle=\""modal\"" data-target=\""#external-web-warning\"">QIN-LungCT-Seg <i class=\""fa-solid fa-external-link external-link-icon\"" aria-hidden=\""true\""></i></a> wiki page to learn more about the images and to obtain any supporting metadata for this collection.</p>"", ""<p> This collection contains clinical metadata corresponding to several breast imaging collections harmonized into DICOM SR representation, generated by the Data Integration & Imaging Informatics (DI-Cubed) project.</p> \n<p>  Please see the <a class=\""external-link\"" href=\""\"" url=\""https://doi.org/10.7937/TCIA.2019.wgllssg1\"" data-toggle=\""modal\"" data-target=\""#external-web-warning\"">DICOM-SR-Breast-Clinical <i class=\""fa-solid fa-external-link external-link-icon\"" aria-hidden=\""true\""></i></a> wiki page to learn more about the images and to obtain any supporting metadata for this collection.</p>"", ""<p> This collection contains prostate’s CNN-based automatic zonal segmentation for 98 cases randomly selected from the SPIE-AAPM-NCI PROSTATEx Challenges (PROSTATEx). The four-class segmentation encompasses the peripheral zone, transition zone, fibromuscular stroma and the distal prostatic urethra.</p> \n<p>  Please see the <a class=\""external-link\"" href=\""\"" url=\""https://doi.org/10.7937/tcia.nbb4-4655\"" data-toggle=\""modal\"" data-target=\""#external-web-warning\"">PROSTATEx-Seg-Zones <i class=\""fa-solid fa-external-link external-link-icon\"" aria-hidden=\""true\""></i></a> wiki page to learn more about the images and to obtain any supporting metadata for this collection.</p>""]",
Location,TEXT,DEPRECATED: Duplicate of PrimarySiteLocations,"[""Chest"", ""Breast"", ""Prostate""]",
