original_column_name,column_name,column_description,data_format,value_description
signalregistry,,Full name: 'Signal Registry'. Explanation: Unique ID for each signal record. Data type: CHAR(36). Example: 'SIG-123E4567-E89B'.,character,
timemark,,"Full name: 'Timestamp'. Explanation: The moment of signal detection. In some CSVs, it may be stored as an Excel serial date/time (e.g., '44302.55648' ≈ 2021-05-16 13:20:20 UTC). Data type: TIMESTAMPTZ. Example: '2025-08-01 13:45:00+00'.",timestamp with time zone,
telescref,,Full name: 'Telescope Reference'. Explanation: Foreign key to the telescope used for detection. Data type: CHAR(20). Example: 'TELESC_0001'.,character,
detectinstr,,"Full name: 'Detection Instrument'. Explanation: The instrument type employed for detecting the signal. Data type: VARCHAR(50). Possible categories: Infrared Array, Optical Telescope, Quantum Detector, Radio Telescope.",character varying,
signalclass,,"Full name: 'Signal Type'. Explanation: Broad classification of the detected signal. Data type: VARCHAR(50). Possible categories: Broadband, Continuous, Modulated, Narrowband, Pulsed.",character varying,
sigstrdb,,"Full name: 'Signal Strength (dB)'. Explanation: Measured strength of the signal in decibels. Data type: NUMERIC(7,2). Example: '12.35'.",numeric,
freqmhz,,"Full name: 'Frequency (MHz)'. Explanation: Signal’s nominal frequency in MHz. Data type: DECIMAL(9,3). Example: '1420.405'.",numeric,
bwhz,,"Full name: 'Bandwidth (Hz)'. Explanation: Signal’s bandwidth in Hertz. Data type: DECIMAL(10,3). Example: '500000.000'.",numeric,
centerfreqmhz,,"Full name: 'Center Frequency (MHz)'. Explanation: Center frequency of the detected signal in MHz. Data type: NUMERIC(8,3). Example: '1420.500'.",numeric,
freqdrifthzs,,"Full name: 'Frequency Drift (Hz/s)'. Explanation: How fast the signal drifts in frequency over time. Data type: NUMERIC(9,3). Example: '0.123'.",numeric,
doppshifthz,,Full name: 'Doppler Shift (Hz)'. Explanation: Measured Doppler shift of the signal in Hertz. Data type: DOUBLE PRECISION. Example: '142.75'.,double precision,
sigdursec,,"Full name: 'Signal Duration (s)'. Explanation: Total duration of the signal in seconds. Data type: NUMERIC(6,2). Example: '12.50'.",numeric,
pulsepersec,,"Full name: 'Pulse Rate (pulses/sec)'. Explanation: Rate of pulse repetition in the signal. Data type: NUMERIC(6,3). Example: '4.500'.",numeric,
pulsewidms,,"Full name: 'Pulse Width (ms)'. Explanation: Duration of each pulse in milliseconds. Data type: NUMERIC(6,3). Example: '2.300'.",numeric,
modtype,,"Full name: 'Modulation Type'. Explanation: The method of signal modulation. Data type: VARCHAR(30). Possible categories: AM, FM, PM, QAM, Unknown.",character varying,
modindex,,"Full name: 'Modulation Index'. Explanation: Numerical index describing modulation depth. Data type: DECIMAL(6,4). Example: '0.2875'.",numeric,
carrierfreqmhz,,"Full name: 'Carrier Frequency (MHz)'. Explanation: Frequency of the carrier wave in MHz. Data type: DECIMAL(9,3). Example: '1000.000'.",numeric,
phaseshiftdeg,,"Full name: 'Phase Shift (°)'. Explanation: Phase shift in degrees for the signal. Data type: NUMERIC(6,2). Example: '45.00'.",numeric,
polarmode,,"Full name: 'Polarization Mode'. Explanation: Type of signal polarization. Data type: VARCHAR(30). Possible categories: Circular, Elliptical, Linear, Unknown.",character varying,
polarangledeg,,"Full name: 'Polarization Angle (°)'. Explanation: Angle of polarization in degrees. Data type: DECIMAL(5,1). Example: '90.0'.",numeric,
snrratio,,"Full name: 'Signal-to-Noise Ratio'. Explanation: SNR measured for the signal. Data type: DECIMAL(6,2). Example: '18.75'.",numeric,
noisefloordbm,,Full name: 'Noise Floor (dBm)'. Explanation: Measured noise floor in dBm. Data type: DOUBLE PRECISION. Example: '-85.3'.,double precision,
interflvl,,"Full name: 'Interference Level'. Explanation: Degree of interference around the signal. Data type: VARCHAR(30). Possible categories: High, Low, Medium, None.",character varying,
rfistat,,"Full name: 'RFI Status'. Explanation: Radio Frequency Interference status. Data type: VARCHAR(30). Possible categories: Clean, Contaminated, Unknown.",character varying,
atmointerf,,"Full name: 'Atmospheric Interference'. Explanation: Impact of atmospheric conditions on signal. Data type: VARCHAR(30). Possible categories: Minimal, Moderate, Severe.",character varying,
