original_column_name,column_name,column_description,data_format,value_description
signalref,,Full name: 'Signal Registry Reference'. Explanation: Foreign key referencing the main signal entry. Data type: CHAR(36). Example: 'SIG-GHI-9012'.,character,
encodetype,,"Full name: 'Encoding Type'. Explanation: The type of signal encoding used (e.g., Binary). Data type: VARCHAR(40). Possible categories: Binary, Complex, Tertiary, Unknown.",character varying,
compressratio,,"Full name: 'Compression Ratio'. Explanation: Factor by which the raw signal data was compressed. Data type: DECIMAL(6,3). Example: '2.500'.",numeric,
errcorrlvl,,"Full name: 'Error Correction Level'. Explanation: Degree of error correction applied. Data type: VARCHAR(35). Possible categories: High, Low, Medium, None.",character varying,
decodeconf,,"Full name: 'Decoding Confidence (%)'. Explanation: Confidence level that the decoding is correct. Data type: DECIMAL(5,2). Example: '88.75'.",numeric,
decodemethod,,"Full name: 'Decoding Method'. Explanation: Method used to decode the signal. Data type: VARCHAR(35). Possible categories: FFT, Neural Network, Quantum, Wavelet.",character varying,
decodestat,,"Full name: 'Decoding Status'. Explanation: Status of the decoding process. Data type: VARCHAR(25). Possible categories: Completed, Failed, In Progress.",character varying,
decodeiters,,Full name: 'Decoding Iterations'. Explanation: Number of algorithmic passes attempted. Data type: SMALLINT. Example: '7'.,smallint,
proctimehrs,,"Full name: 'Processing Time (hours)'. Explanation: Total hours spent decoding. Data type: DECIMAL(6,2). Example: '3.50'.",numeric,
compresources,,"Full name: 'Computational Resources'. Explanation: Level of computing power used. Data type: VARCHAR(50). Possible categories: Extreme, High, Low, Medium.",character varying,
analysisdp,,"Full name: 'Analysis Depth'. Explanation: How thoroughly the signal was analyzed. Data type: VARCHAR(25). Possible categories: Comprehensive, Detailed, Preliminary.",character varying,
veriflvl,,"Full name: 'Verification Level'. Explanation: Extent to which decoding has been verified. Data type: VARCHAR(30). Possible categories: Partially, Unverified, Verified.",character varying,
confirmstat,,"Full name: 'Confirmation Status'. Explanation: Whether the decoding results have been confirmed. Data type: VARCHAR(30). Possible categories: Confirmed, Pending, Rejected.",character varying,
