original_column_name,column_name,column_description,data_format,value_description
asdkey,,A VARCHAR(30) primary key matching ABKey from AssessmentBasics (FK).,character varying,
recstatus,,"An enum (recoverystatus_enum) describing recovery status (Relapse, Stable, Advanced, Early).",USER-DEFINED,
socsup,,"An enum (socialsupportlevel_enum) measuring social support (Strong, Limited, Moderate).",USER-DEFINED,
faminv,,"An enum (familyinvolvement_enum) indicating family involvement level (Low, High, Medium).",USER-DEFINED,
relqual,,"An enum (relationshipquality_enum) describing overall relationship quality (Poor, Conflicted, Good, Fair).",USER-DEFINED,
workfunc,,"An enum (workfunctioning_enum) referencing work functioning (Disabled, Poor, Fair, Good).",USER-DEFINED,
socfunc,,"An enum (socialfunctioning_enum) referencing social functioning (Isolated, Fair, Good, Poor).",USER-DEFINED,
adlfunc,,"An enum (adlfunctioning_enum) describing ADL performance (Minimal Help, Independent, Moderate Help, Dependent).",USER-DEFINED,
strslvl,,"A NUMERIC(3,1) measuring perceived stress level (e.g., 6.0).",numeric,
copskill,,"An enum (copingskills_enum) capturing coping skill quality (Good, Poor, Fair, Limited).",USER-DEFINED,
resscr,,"A NUMERIC(3,1) measuring resilience (e.g., 5.5).",numeric,
inlevel,,"An enum (insightlevel_enum) describing insight (Fair, Good, Poor).",USER-DEFINED,
motivlevel,,"An enum (motivationlevel_enum) referencing motivation (High, Low, Medium).",USER-DEFINED,
primdx,,"An enum (primarydx_enum) for the primary diagnosis (Anxiety, PTSD, Bipolar, Schizophrenia, Depression).",USER-DEFINED,
secdx,,"An enum (secondarydx_enum) for secondary diagnosis (OCD, Personality Disorder, Substance Use, Eating Disorder).",USER-DEFINED,
dxdurm,,"A SMALLINT specifying diagnosis duration in months (e.g., 12).",smallint,
prevhosp,,"A SMALLINT counting past hospitalizations (e.g., 2).",smallint,
lasthospdt,,"A DATE capturing the date of the last hospitalization (e.g., '2025-01-10').",date,
qolscr,,A SMALLINT measuring Quality of Life score (0–100).,smallint,
funcimp,,"An enum (functionalimpairment_enum) describing functional impairment (Severe, Moderate, Mild).",USER-DEFINED,
