original_column_name,column_name,column_description,data_format,value_description
jcondoperref,,VARCHAR(20) referencing operation(OperReg) to link these condition metrics.,character varying,
jcrecref,,VARCHAR(20) referencing robot_record(RecReg).,character varying,
jcdetref,,VARCHAR(20) referencing robot_details(BotDetReg).,character varying,
j1tempval,,"NUMERIC(5,2) capturing the temperature of Joint 1’s motor or housing.",numeric,
j2tempval,,REAL storing Joint 2 temperature. May have platform-limited precision.,real,
j3tempval,,"NUMERIC(6,3) for Joint 3 temperature with 3 decimals.",numeric,
j4tempval,,FLOAT(4) approximate float for Joint 4 temperature.,real,
j5tempval,,"NUMERIC(7,2) decimal storing Joint 5 temperature.",numeric,
j6tempval,,FLOAT(6) approximate float for Joint 6 temperature.,real,
j1vibval,,"NUMERIC(5,3) measuring vibration amplitude for Joint 1.",numeric,
j2vibval,,REAL storing Joint 2 vibration reading.,real,
j3vibval,,FLOAT(5) approximate float for Joint 3 vibration.,real,
j4vibval,,"NUMERIC(5,3) decimal for Joint 4 vibration amplitude.",numeric,
j5vibval,,REAL storing Joint 5 vibration.,real,
j6vibval,,FLOAT(4) approximate float for Joint 6 vibration measure.,real,
j1backval,,"NUMERIC(5,4) describing measured backlash in Joint 1.",numeric,
j2backval,,"NUMERIC(6,3) backlash for Joint 2 with different precision.",numeric,
j3backval,,REAL capturing Joint 3 backlash measurement.,real,
j4backval,,FLOAT(5) approximate float for Joint 4 backlash.,real,
j5backval,,"NUMERIC(7,4) decimal for Joint 5 backlash.",numeric,
j6backval,,FLOAT(7) approximate float for Joint 6 backlash.,real,
