original_column_name,column_name,column_description,data_format,value_description
marketstatsmark,,"A BIGSERIAL PK for market stats (e.g., 112233).",bigint,
fundrate,,"A DECIMAL(6,4) funding rate for futures (e.g., '0.0100').",numeric,
fundspot,,"A TIMESTAMP for next or recent funding event (e.g., '2025-05-11 08:00:00').",timestamp without time zone,
openstake,,"A NUMERIC(15,5) open interest (e.g., '125000.50000').",numeric,
volday,,"A DOUBLE PRECISION showing 24h volume (e.g., 1204567.8).",double precision,
tradeday,,"An INTEGER for 24h trade count (e.g., 34567).",integer,
tnoverday,,"A DECIMAL(12,3) 24h turnover or notional (e.g., '356789.230').",numeric,
priceshiftday,,"A DECIMAL(12,3) net 24h price change (e.g., '-350.250').",numeric,
highspotday,,"A DECIMAL(12,3) 24h high (e.g., '28100.000').",numeric,
lowspotday,,"A DECIMAL(12,3) 24h low (e.g., '27200.000').",numeric,
vwapday,,"A DECIMAL(12,3) volume-weighted average price (e.g., '27700.125').",numeric,
mktsize,,"A NUMERIC(13,3) total market cap or size (e.g., '125000000.000').",numeric,
circtotal,,"A NUMERIC(13,3) circulating supply (e.g., '18000000.000').",numeric,
totsupply,,"A NUMERIC(13,3) total supply (e.g., '21000000.000').",numeric,
maxsupply,,"A NUMERIC(13,3) maximum supply if applicable (e.g., '21000000.000').",numeric,
mkthold,,"A DECIMAL(13,3) market dominance or share (e.g., '45.000').",numeric,
traderank,,"An INTEGER rank for volume or liquidity (e.g., 2).",integer,
liquidscore,,"A DECIMAL(8,2) liquidity measure (e.g., '85.20').",numeric,
volmeter,,"A DECIMAL(8,2) volatility or fluctuation rating (e.g., '35.50').",numeric,
mdlink,,"A BIGINT FK to MarketData(MarketDataNode), associating stats with a snapshot.",bigint,
