column_name,column_type,column_description,sample_value,ref_key
internal_point_geom,BINARY,,"[""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x1c(\\xf0N>XX\\xc0\\xb0!\\x93\\xe7U\\x82A@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00GB\\xb6\\x87\\x98nV\\xc0\\x9b\\xb65\\xd8\\x8a\\xa3E@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xd60\\x8dp$\\x87T\\xc0\\xbc\\xfd\\x03\\xf6\\xe2\\xa9C@')""]",
internal_point_lat,FLOAT,,"[35.0182466, 43.2776747, 39.3272388]",
internal_point_lon,FLOAT,,"[-97.378803, -89.7280597, -82.1115991]",
urban_area_geom,BINARY,,[],
geo_id,TEXT,,"[""72829"", ""71884"", ""03682""]",
name,TEXT,,"[""Purcell, OK"", ""Prairie du Sac--Sauk City, WI"", ""Athens, OH""]",
functional_status,TEXT,,"[""S""]",
urban_area_code,TEXT,,"[""72829"", ""71884"", ""03682""]",
area_lsad_code,TEXT,,"[""76""]",
lsad_name,TEXT,,"[""Purcell, OK Urban Cluster"", ""Prairie du Sac--Sauk City, WI Urban Cluster"", ""Athens, OH Urban Cluster""]",
type,TEXT,,"[""C""]",
mtfcc_feature_class_code,TEXT,,"[""G3500""]",
area_land_meters,FLOAT,,"[10410411.0, 8855286.0, 25728994.0]",
area_water_meters,FLOAT,,"[107462.0, 33104.0, 260343.0]",
