column_name,column_type,column_description,sample_value,ref_key
latitude,FLOAT,The latitude of station. The field value must be a valid WGS 84 latitude in decimal degrees format.,"[40.770513, 40.74783260583772, 40.73532427]",
capacity,NUMBER,"ANumber of total docking points installed at this station, both available and unavailable.","[117, 38, 47]",
rental_methods,TEXT,Array of enumerables containing the payment methods accepted at this station.,"[""KEY, CREDITCARD""]",
is_renting,BOOLEAN,Is the station currently renting bikes?,[false],
num_bikes_disabled,NUMBER,Number of disabled bikes at the station.,[0],
station_id,TEXT,Unique identifier of a station.,"[""66dc0dab-0aca-11e7-82f6-3863bb44ef7c"", ""39f756c2-3904-463e-95a8-8d8e3540e845"", ""66db4282-0aca-11e7-82f6-3863bb44ef7c""]",
num_docks_available,NUMBER,Number of docks accepting bike returns.,[0],
eightd_has_available_keys,BOOLEAN,,[false],
region_id,NUMBER,ID of the region where station is located.,[71],
longitude,FLOAT,The longitude of station. The field value must be a valid WGS 84 latitude in decimal degrees format.,"[-73.988038, -74.0005722643582, -73.99800419]",
eightd_has_key_dispenser,BOOLEAN,,[false],
num_bikes_available,NUMBER,Number of bikes available for rental.,[0],
is_installed,BOOLEAN,Is the station currently on the street?,[false],
name,TEXT,Public name of the station.,"[""W 59 St & 10 Ave"", ""W 25 St & 9 Ave"", ""W 11 St & 6 Ave""]",
short_name,TEXT,"Short name or other type of identifier, as used by the data publisher.","[""7023.04"", ""6339.06"", ""5914.03""]",
last_reported,NUMBER,"Timestamp indicating the last time this station reported its status to the backend, in NYC local time.","[1726578102000000, 1728579451000000, 1726661906000000]",
is_returning,BOOLEAN,Is the station accepting bike returns?,[false],
num_docks_disabled,NUMBER,Number of empty but disabled dock points at the station.,[0],
