column_name,column_type,column_description,sample_value,ref_key
rejection_dp,TEXT,,"[""0"", ""1""]",
closing_missing,TEXT,,"[""0""]",
rejection_103,TEXT,,"[""0""]",
fp_missing,TEXT,,"[""1"", ""0""]",
allowed_claims,TEXT,,"[""0""]",
rejection_112,TEXT,,"[""1"", ""0""]",
app_id,TEXT,,"[""13759138"", ""13375148"", ""12598395""]",
cite103_eq1,TEXT,,"[""0""]",
header_missing,TEXT,,"[""0"", ""1""]",
cite103_max,TEXT,,"[""0""]",
art_unit,TEXT,,"[""1612"", ""1615"", ""1617""]",
rejection_fp_mismatch,TEXT,,"[""0""]",
uspc_class,TEXT,,"[""424""]",
rejection_101,TEXT,,"[""0""]",
cite103_gt3,TEXT,,"[""0""]",
uspc_subclass,TEXT,,"[""400000"", ""049000"", ""457000""]",
ifw_number,TEXT,,"[""HJZTZNLTPXXIFW4"", ""HPE42TOCPXXIFW4"", ""H03V6DB6PXXIFW4""]",
signature_type,TEXT,,"[""1"", ""0"", ""2""]",
rejection_102,TEXT,,"[""1"", ""0""]",
cite102_gt1,TEXT,,"[""1"", ""0""]",
objection,TEXT,,"[""0"", ""1""]",
mail_dt,TEXT,,"[""2013-08-05"", ""2013-12-23"", ""2012-03-26""]",
document_cd,TEXT,,"[""CTFR"", ""CTNF""]",
