column_name,column_type,column_description,sample_value,ref_key
STREET_DIRECTIONAL_SUFFIX,TEXT,"a directional modifier following the street name, such as S or NE",[],
STREET_DIRECTIONAL_PREFIX,TEXT,"a directional modifier preceding the street name, such as N or SW","[""SW""]",
LONGITUDE,FLOAT,longitude coordinate in degrees,"[-98.6174384, -78.7038928, -97.2854841]",
ID_COUNTRY,TEXT,A unique identifier for a country joinable to the geography_index/relationships tables,"[""country/USA""]",
ID_ZIP,TEXT,A unique identifier for a zip code joinable to the geography_index/relationships tables,"[""zip/78065"", ""zip/29582"", ""zip/76244""]",
ADDRESS_ID,TEXT,A unique identifier of an address based on street address that is joinable to the point_of_interest_addresses_relationships table.,"[""addressId/e45f42a85b03a3ffb52a76a414ca339e"", ""addressId/47c05a55b39b134d61779fc264317a32"", ""addressId/b03f02a21b113f67b8a273fc92eb6dc4""]",
ZIP,TEXT,5-digit code identifying the location of an address,"[""78065"", ""29582"", ""76244""]",
ID_STATE,TEXT,"A unique identifier for a state, Washington, D.C. or Puerto Rico joinable to the geography_index/relationships tables","[""geoId/48"", ""geoId/45"", ""geoId/27""]",
LATITUDE,FLOAT,latitude coordinate in degrees,"[29.0946826, 33.8239424, 32.9558573]",
STREET_TYPE,TEXT,"string type of the street, such as ROAD","[""Drive"", ""Way"", ""Lane""]",
NUMBER,TEXT,number of the address identifying location on a street,"[""190"", ""1313"", ""3416""]",
UNIT,TEXT,number or label for a unit used to distinguish multiple tenants at a single address,[],
STREET,TEXT,name of the street,"[""Flagstone"", ""Beautyberry"", ""Beekman""]",
CITY,TEXT,name of the city,"[""North Myrtle Beach"", ""Fort Worth"", ""Mound""]",
ID_CITY,TEXT,A unique identifier for a city joinable to the geography_index/relationships tables,"[""geoId/4551280"", ""geoId/4827000"", ""geoId/2744476""]",
STATE,TEXT,name of the state,"[""TX"", ""SC"", ""MN""]",
