column_name,column_type,column_description,sample_value,ref_key
drug_atcClassName,TEXT,Anatomical Therapeutic Chemical (ATC) drug classification name,[],
drug_atcClassStatus,TEXT,Anatomical Therapeutic Chemical (ATC) approval status,[],
sourceID,NUMBER,ID for source supporting Targetome interaction,"[277, 279, 280]",
targetName,TEXT,Name of Targetome target,"[""FDPS"", ""Farnesyl pyrophosphate synthetase""]",
target_uniprotID,TEXT,Uniprot ID of Targetome target,"[""P14324"", ""Q86C09""]",
targetSpecies,TEXT,Species of Targetome target,"[""Homo sapiens""]",
targetType,TEXT,"Type of Targetome target (e.g., protein, DNA, or RNA)","[""Protein""]",
expID,NUMBER,ID for experimental evidence supporting Targetome interaction,[68.0],
drug_epcClassName,TEXT,FDA Established Pharmacologic Class (EPC) drug classification name,"[""Bisphosphonate""]",
drug_epcClassID,TEXT,FDA Established Pharmacologic Class (EPC) drug classification ID,"[""N0000175579""]",
drugName,TEXT,Name of the Targetome drug,"[""Pamidronate Disodium""]",
interactionType,TEXT,"Type of Targetome interaction, e.g., Antagonist, Inhibition, etc.","[""Inhibition""]",
targetID,NUMBER,"ID of target (e.g., protein, DNA, RNA) involved in interaction","[40, 283]",
drugID,NUMBER,ID of drug involved in interaction,[119],
drug_approvalDate,TEXT,Date drug was approved for use,"[""1991-10-31""]",
drug_atcClassID,TEXT,Anatomical Therapeutic Chemical (ATC) drug classification ID,[],
interactionID,NUMBER,ID for Targetome drug to target interaction,"[77, 614]",
