original_column_name,column_name,column_description,data_format,value_description
MKT_STATS_MARK,,BIGSERIAL. Unique market-statistics identifier. PK.,bigint,
fundRate,,REAL. Funding rate applicable to perpetual swaps. Example: 0.0004.,real,
FundSpot,,"TIMESTAMP. Timestamp of the funding rate. Possible values: 2025/2/19 09:29, 2025/2/19 10:29, 2025/2/19 11:29, 2025/2/19 12:29, 2025/2/19 13:29, 2025/2/19 14:29, 2025/2/19 15:29, 2025/2/19 16:29. Possible values: 2025/2/19 09:29, 2025/2/19 10:29, 2025/2/19 11:29, 2025/2/19 12:29, 2025/2/19 13:29, 2025/2/19 14:29, 2025/2/19 15:29, 2025/2/19 16:29.",timestamp without time zone,
openStake,,REAL. Open interest or stake. Example: 808922.74.,real,
VOLday,,REAL. Trading volume of the day. Example: 3045613.27.,real,
TRADE_DAY,,BIGINT. Trading-day counter. **NULL means trade-day not recorded.**. Example: 73628.0.,bigint,
turnoverDay,,REAL. Turnover for the day. Example: 9406054.28.,real,
priceShiftDay,,TEXT. Price shift over the day. **NULL means price shift not recorded.**. Example: 7.96%.,text,
HIGH_SPOT_DAY,,REAL. Day’s high price. Example: 27823.67.,real,
low_spot_day,,REAL. Day’s low price. Example: 25912.08.,real,
VwapDay,,REAL. Volume-weighted average price of the day. Example: 26269.45. Example: 26269.45.,real,
mktSIZE,,REAL. Market capitalisation size. Example: 438986638.7.,real,
Circ_Total,,REAL. Circulating supply total. Example: 79417014.51.,real,
TOTAL_SUPPLY,,REAL. Total supply figure. **NULL means total supply not available.**. Example: 96226091.91.,real,
MAXsupPLY,,"TEXT. Maximum supply cap. Example: 188,391,541 tokens.",text,
MktHold,,REAL. Market value held by top addresses. Example: 0.026. Example: 0.026.,real,
tradeRank,,BIGINT. Trading-volume rank across markets. Example: 52.,bigint,
LIQUIDscore,,REAL. Liquidity score indicator. Example: 0.903.,real,
vol_meter,,TEXT. Volume-intensity meter reading. **NULL means volume meter not set.**. Example: 55.65.,text,
md_link,,TEXT. Reference to the underlying market data. FK to marketdata.,text,
