column_name,column_type,column_description,sample_value,ref_key
resolution_action_updated_date,NUMBER,,"[1382088151000000, 1369840919000000, 1365382955000000]",
closed_date,NUMBER,,"[1382088151000000, 1369840919000000, 1365382955000000]",
unique_key,NUMBER,The service request tracking number.,"[2948707, 2408558, 2187337]",
created_date,NUMBER,Date Service request was created.,"[1381874217000000, 1369470219000000, 1364638731000000]",
supervisor_district,NUMBER,,[9],
latitude,FLOAT,Service request location latitude coordinate.,"[37.753, 37.7406, 37.73979]",
category,TEXT,,"[""Illegal Postings""]",
status_notes,TEXT,,"[""resolved:"", """", ""resolved: done""]",
media_url,TEXT,,"[""""]",
agency_name,TEXT,,"[""DPW Ops Queue""]",
location,TEXT,Service request location latitude and longitude coordinates.,"[""(37.7530040329058, -122.406336330732)"", ""(37.740597710889, -122.421935283041)"", ""(37.7397923614638, -122.410733499406)""]",
neighborhood,TEXT,,"[""Potrero Hill"", ""Holly Park"", ""Bernal Heights""]",
source,TEXT,Contact method Service request was received from. Mass entry requests are submitted by dept. in groups after work is completed.,"[""Web""]",
complaint_type,TEXT,,"[""Illegal Posting - No_Posting_Date""]",
incident_address,TEXT,Service location of Service request.,"[""Intersection of 24TH ST and POTRERO AVE"", ""44 CORTLAND AVE, SAN FRANCISCO, CA, 94110"", ""Intersection of CORTLAND AVE and PUTNAM ST""]",
longitude,FLOAT,Service request location longitude coordinate.,"[-122.4063, -122.4219, -122.4107]",
status,TEXT,Service request status. Duplicate statuses indicate that issue had previously been reported recently.,"[""Closed""]",
descriptor,TEXT,,"[""No_Posting_Date""]",
police_district,TEXT,,"[""MISSION"", ""INGLESIDE""]",
