column_name,column_type,column_description,sample_value,ref_key
latitude,FLOAT,,"[37.7850736197499, 37.7850943210103]",
pdid,NUMBER,Unique Identifier for use in update and insert operations,"[8100917616710, 8068971565015, 15034387765016]",
timestamp,NUMBER,,"[1222128120000000, 1214986320000000, 1429518780000000]",
longitude,FLOAT,,"[-122.411141948101, -122.407845374111]",
pddistrict,TEXT,Police Department district,"[""TENDERLOIN""]",
dayofweek,TEXT,,"[""Tuesday"", ""Wednesday"", ""Monday""]",
unique_key,NUMBER,The unique incident number for this accident,"[81009176, 80689715, 150343877]",
resolution,TEXT,"Whether there was an arrest, citation, booking, etc.","[""ARREST, CITED"", ""UNFOUNDED"", ""NONE""]",
location,TEXT,Latitude/Longitude,"[""(37.7850736197499, -122.411141948101)"", ""(37.7850943210103, -122.407845374111)""]",
descript,TEXT,,"[""POSSESSION OF NARCOTICS PARAPHERNALIA"", ""TRAFFIC VIOLATION"", ""DRIVERS LICENSE, SUSPENDED OR REVOKED""]",
address,TEXT,,"[""ELLIS ST / TAYLOR ST"", ""TAYLOR ST / ELLIS ST"", ""0 Block of POWELL ST""]",
category,TEXT,,"[""DRUG/NARCOTIC"", ""OTHER OFFENSES"", ""SUSPICIOUS OCC""]",
