column_name,column_type,column_description,sample_value,ref_key
tree_created_by,NUMBER,The employee who created the record. This attribute is intentionally left blank in download files.,[],
current_diameter,FLOAT,"The current diameter (in inches) of the sample tree at the point of diameter measurement. DIA is measured at either breast height (DBH) or at root collar (DRC). DBH is usually measured at 4.5 feet above the ground line on the uphill side of the tree. DRC is measured on woodland species (often multi-stemmed) at the ground line or at the stem root collar, whichever is higher. DRC is computed using the following formula: DRC = SQRT [SUM (stem diameter2)] For additional information about where the tree diameter is measured, see Diameter height code or Height to diameter measurement point. Current diameter for live trees contains the measured value. DIA for cut and dead trees presents problems associated with uncertainty of when the tree was cut or died as well as structural deterioration of dead trees. Consult individual FIA work units for explanations of how Current diameter is collected for dead and cut trees.","[2.0999999046325684, 1.600000023841858, 1.5]",
previous_condition_number,NUMBER,Identifies the condition within the plot on which the tree occurred at the previous inventory,[],
net_annual_merchantable_cubicfoot_growth_growingstock_tree_forest_land,FLOAT,"The net change in merchantable cubic-foot volume (net cubicfoot volume) per year of the tree (for trees on remeasured plots, (V2 - V1)/(T2 - T1) where 1 and 2 denote the past and current measurement, respectively, V is volume, T indicates date of measurement, and T2 - T1 = PLOT.REMPER). Because this value is net growth, it may be a negative number. Negative growth values are usually due to mortality (V2 = 0) but can also occur on live trees that have a net loss in volume because of damage, rot, broken top, or other causes. To expand to a per acre value, multiply by growth trees per acre unadjusted.",[],
foliage_transparency_code,NUMBER,"A code indicating the amount of light penetrating the foliated portion of the crown, estimated in percent classes. Collected for all live trees at least 5 inches DBH/DRC.",[],
sapling_fusiform_srs,TEXT,,[],
decay_class_code,NUMBER,A code indicating the stage of decay that predominates along the recorded total length of the CWD piece. Decay class code is used to reduce biomass based on ratios stored in the REF_SPECIES table.,[],
salvable_dead_code,NUMBER,A standing or down dead tree considered merchantable by regional standards. Contact the appropriate FIA work unit for information on how this code is assigned for a particular State (table 1-1).,[],
net_annual_sound_cubicfoot_growth_live_tree_forest_land,FLOAT,"The net change in sound cubic-foot volume (sound cubicfoot volume) per year of the tree (for trees on remeasured plots (V2 - V1)/(T2 -T1)). Because this value is net growth, it may be a negative number. Negative growth values are usually due to mortality (V2 = 0) but can also occur on live trees that have a net loss in volume because of damage, rot, broken top, or other causes. To expand to a per acre value, multiply by growth trees per acre unadjusted.",[],
damage_type_2_name,TEXT,"A code indicating the kind of secondary damage (meeting or exceeding a severity threshold, as defined in the field guide) present. Use same codes as Damage type 1. If Damage location 1 = 0, then Damage type 2 = blank (null).","[""""]",
form_class_name,TEXT,A code used in calculating merchantable bole net volume. Recorded for all live hardwood trees tallied that are 5.0 inch DBH/DRC. Also recorded for conifers 5.0 inch DBH in Region 5 National Forests. Only collected by certain FIA work units (SURVEY.RSCD = 26).,"[""""]",
merchantable_boardfoot_volume_sawtimber_tree_timberland_removal_purposes,FLOAT,"The merchantable board-foot (net boardfoot volume sawlog portion sawtimber tree, International ¼-inch rule) volume of the tree at the time of removal. To obtain estimates of annual per acre removals, multiply by removal trees per acre per year unadjusted.",[],
damage_severity_1_b_pacific_northwest_research_station_name,TEXT,Damage severity B is only coded when the Damage Agent is white pine blister rust (36). Only collected by certain FIA work units (SURVEY.RSCD = 26).,"[""""]",
