original_column_name,column_name,column_description,data_format,value_description
shipmentregistry,,A VARCHAR(20) primary key uniquely identifying each shipment record in the database.,character varying,
timemark,,A TIMESTAMP field indicating the exact date and time this shipment record was logged.,timestamp without time zone,
routealign,,A VARCHAR(30) descriptor for the routing alignment or path code used by the shipment.,character varying,
customsflag,,"An enum (CustomsFlag_enum) representing the customs clearance status (e.g., 'Cleared', 'In Process', 'Pending').",USER-DEFINED,
imppermitref,,A VARCHAR(50) referencing the import permit number or identifier for the shipment.,character varying,
exppermitref,,A VARCHAR(50) referencing the export permit number or identifier for the shipment.,character varying,
regprofile,,A VARCHAR(50) signifying the regulatory or profile reference for this shipment.,character varying,
insureflag,,"An enum (InsuranceFlag_enum) capturing the insurance status (e.g., 'Active', 'Expired', 'Pending').",USER-DEFINED,
insureref,,A VARCHAR(50) referencing the insurance policy or coverage document number.,character varying,
qualcheck,,"An enum (QualityCheck_enum) indicating the quality check result (e.g., 'Failed', 'Passed', 'Pending').",USER-DEFINED,
integritymark,,"An enum (IntegrityStatus_enum) showing the shipment’s integrity status (e.g., 'Intact', 'Under Investigation', 'Compromised').",USER-DEFINED,
contamlevel,,"An enum (ContaminationRisk_enum) denoting potential contamination risk level (e.g., 'High', 'Low', 'Medium').",USER-DEFINED,
sterilemark,,"An enum (SterilityStatus_enum) indicating sterility status (e.g., 'Unknown', 'Compromised', 'Maintained').",USER-DEFINED,
packagestate,,"An enum (PackageCondition_enum) describing the package condition (e.g., 'Excellent', 'Fair', 'Poor', 'Good').",USER-DEFINED,
sealflag,,"An enum (SecuritySealStatus_enum) for the security seal status (e.g., 'Broken', 'Intact', 'Missing').",USER-DEFINED,
sealref,,A VARCHAR(50) referencing a security seal ID or documentation.,character varying,
tampersign,,"An enum (TamperEvidence_enum) noting tampering evidence (e.g., 'None Detected', 'Suspected', 'Confirmed').",USER-DEFINED,
handlingguide,,A TEXT field for special handling instructions or guidelines for the shipment.,text,
storagepose,,A VARCHAR(40) specifying how the shipment must be positioned or oriented during storage/transport.,character varying,
generalnote,,A TEXT field for any additional free-form notes regarding the shipment.,text,
