original_column_name,column_name,column_description,data_format,value_description
regmaintregistry,,A SERIAL primary key uniquely identifying each regulatory/maintenance record.,integer,
maintflag,,"A VARCHAR(20) showing the maintenance status (e.g., ‘Overdue’, ‘Up to Date’, ‘Due’).",character varying,
maintdatelast,,A DATE indicating the date of the most recent maintenance operation.,date,
maintdatenext,,A DATE specifying the scheduled or expected date for the next maintenance.,date,
calibflag,,"A VARCHAR(20) describing calibration status (e.g., ‘Expired’, ‘Valid’, ‘Due’).",character varying,
calibdatelast,,A DATE for the most recent calibration event.,date,
calibdatenext,,A DATE for the next scheduled calibration.,date,
docuflag,,"A VARCHAR(20) indicating documentation completeness (e.g., 'Missing', 'Complete', 'Partial').",character varying,
compscore,,A REAL number reflecting a compliance or condition score assigned to the shipment/vehicle.,real,
riskflag,,"A VARCHAR(50) denoting risk level or category (e.g., ‘High Risk’, ‘Low Risk’, ‘Medium Risk’).",character varying,
incidents,,A SMALLINT counting the number of recorded incidents or violations.,smallint,
resolveflag,,A VARCHAR(50) specifying how or if those incidents were resolved.,character varying,
respperson,,A VARCHAR(100) naming the responsible person or officer in charge.,character varying,
contactno,,A VARCHAR(50) for the primary contact phone/ID.,character varying,
contactemerg,,A VARCHAR(50) for emergency contact phone/ID details.,character varying,
inspectdatelast,,A DATE showing when the last official inspection was completed.,date,
inspectdatenext,,A DATE specifying when the next inspection is scheduled or due.,date,
inspectoutcome,,A VARCHAR(50) describing the overall outcome or result of the last inspection.,character varying,
correctactions,,A TEXT field detailing corrective actions taken post-inspection or post-incident.,text,
preventsteps,,A TEXT field describing preventive measures planned or implemented.,text,
validflag,,"A VARCHAR(20) indicating the current validity status (e.g., 'In Process', 'Validated', 'Failed').",character varying,
verifymethod,,A VARCHAR(50) naming the verification method or standard used.,character varying,
shipgov,,"A VARCHAR(20) foreign key referencing Shipments(ShipmentRegistry), linking this record to a shipment.",character varying,
vehgov,,"A VARCHAR(20) foreign key referencing TransportInfo(VehicleReg), linking this record to a vehicle.",character varying,
