column_name,column_type,column_description,sample_value,ref_key
vehicle_event_number,NUMBER,,"[1, 6]",
vehicle_number,NUMBER,,[1],
area_of_impact_other_vehicle_name,TEXT,,"[""Not a Motor Vehicle"", ""Clock Points""]",
sequence_of_events_name,TEXT,,"[""Pedestrian"", ""Pedalcyclist"", ""Live Animal""]",
area_of_impact_this_vehicle,NUMBER,,[13],
sequence_of_events,NUMBER,,"[8, 9, 11]",
event_number,NUMBER,,"[1, 6]",
vehicle_number_this_vehicle,NUMBER,,[1],
vehicle_number_other_vehicle,NUMBER,,"[9999, 2]",
area_of_impact_other_vehicle,NUMBER,,"[77, 3]",
area_of_impact_this_vehicle_name,TEXT,,"[""Top""]",
state_number,NUMBER,,"[39, 6, 22]",
consecutive_number,NUMBER,,"[390200, 63077, 220045]",
