column_name,column_type,column_description,sample_value,ref_key
state_name,TEXT,,"[""Florida"", ""Kansas"", ""Minnesota""]",
area_of_impact_this_vehicle,NUMBER,,[13],
consecutive_number,NUMBER,,"[120373, 200146, 121637]",
vehicle_number_this_vehicle,NUMBER,,[1],
area_of_impact_other_vehicle,TEXT,,"[""77""]",
vehicle_number_other_vehicle_name,TEXT,,"[""Not a Motor Vehicle""]",
area_of_impact_this_vehicle_name,TEXT,,"[""Top""]",
state_number,NUMBER,,"[12, 20, 27]",
vehicle_number_other_vehicle,NUMBER,,[9999],
sequence_of_events,NUMBER,,"[8, 9, 11]",
event_number,NUMBER,,"[1, 2]",
area_of_impact_other_vehicle_name,TEXT,,"[""Not a Motor Vehicle""]",
sequence_of_events_name,TEXT,,"[""Pedestrian"", ""Pedalcyclist"", ""Live Animal""]",
