original_column_name,column_name,column_description,data_format,value_description
thermalregistry,,A SERIAL primary key uniquely identifying each thermal/solar/wind/grid record.,integer,
thermaleqref,,"A VARCHAR(70) foreign key referencing Equipment(EquipmentCode), linking this record to a piece of equipment that manages thermal or power generation.",character varying,
thermalcommref,,"An INTEGER foreign key referencing Communication(CommRegistry), relating thermal/power data to communication info if relevant.",integer,
thermalimagingstatus,,"An enum (ThermalImagingStatus_enum) describing thermal imaging system health (e.g., Warning, Critical, Normal).",USER-DEFINED,
insulationstatus,,"An enum (InsulationStatus_enum) indicating insulation quality (e.g., Fair, Poor, Good).",USER-DEFINED,
heatlossratekwh,,"A DECIMAL(8,3) measuring the heat loss rate in kilowatt-hours (kWh) per some reference time.",numeric,
solarpanelstatus,,"An enum (SolarPanelStatus_enum) describing the solar panel status (e.g., Fault, Inactive, Active).",USER-DEFINED,
windturbinestatus,,"An enum (WindTurbineStatus_enum) indicating turbine operation state (e.g., Fault, Operating, Stopped).",USER-DEFINED,
powergridstatus,,"An enum (PowerGridStatus_enum) describing grid connection state (e.g., Connected, Disconnected, Island Mode).",USER-DEFINED,
powerqualityindex,,"A DECIMAL(5,2) capturing power quality or stability (e.g., 95.50).",numeric,
backuppowerstatus,,"An enum (BackupPowerStatus_enum) for backup power system health (e.g., Fault, Active, Standby).",USER-DEFINED,
fuelcellstatus,,"An enum (FuelCellStatus_enum) indicating the fuel cell’s operating state (e.g., Standby, Fault, Operating).",USER-DEFINED,
fuelcelloutputw,,A DOUBLE PRECISION value denoting power output (in watts) from the fuel cell.,double precision,
fuelcellefficiencypercent,,"A DECIMAL(4,1) describing the fuel cell’s efficiency as a percentage.",numeric,
hydrogenlevelpercent,,"A DECIMAL(5,2) measuring the hydrogen supply level as a percentage of capacity.",numeric,
oxygenlevelpercent,,"A DECIMAL(5,2) indicating the oxygen supply level as a percentage of capacity.",numeric,
thermalpowerref,,"An INTEGER foreign key referencing PowerBattery(PowerBattRegistry), connecting thermal/power generation data to battery/power details.",integer,
renewablemetrics,,"JSONB column. Groups performance data for renewable energy sources, including solar panels and wind turbines.
Fields: {""solar"":{""efficiency_percent"":""A DECIMAL(5,2) showing the efficiency of the solar panel as a percentage."",""output_w"":""A NUMERIC(9,2) specifying current solar panel output in watts."",""temperature_c"":""A FLOAT for the solar panel’s temperature in Celsius.""},""wind"":{""output_w"":""A REAL value measuring the turbine’s power output in watts."",""rpm"":""A SMALLINT specifying the wind turbine’s rotational speed in RPM.""}}",jsonb,
