original_column_name,column_name,column_description,data_format,value_description
weatherregistry,,A SERIAL primary key uniquely identifying each weather and structural record.,integer,
weatherlocref,,"An INTEGER foreign key referencing Location(LocationRegistry), tying weather data to a specific location.",integer,
externaltemperaturec,,A REAL value for the external ambient temperature in Celsius.,real,
windspeedms,,A FLOAT indicating wind speed in meters per second.,double precision,
winddirectiondegrees,,"A DECIMAL(5,1) specifying the wind direction in degrees (0–359.9).",numeric,
barometricpressurehpa,,"A NUMERIC(7,2) showing atmospheric pressure in hectopascals (hPa).",numeric,
solarradiationwm2,,"A DECIMAL(8,3) measuring solar radiation in watts per square meter.",numeric,
snowdepthcm,,A SMALLINT for current snow depth in centimeters.,smallint,
icethicknesscm,,"A DECIMAL(5,2) representing ice thickness in centimeters.",numeric,
visibilitykm,,A REAL value indicating visibility in kilometers.,real,
precipitationtype,,"An enum (PrecipitationType_enum) specifying the type of precipitation (e.g., Blowing Snow, Ice, Snow).",USER-DEFINED,
precipitationratemmh,,"A DECIMAL(7,3) measuring precipitation rate in millimeters per hour.",numeric,
snowloadkgm2,,An INT indicating the snow load on structures in kg/m².,integer,
structuralloadpercent,,A REAL showing structural load as a percentage of maximum capacity.,real,
structuralintegritystatus,,"An enum (StructuralIntegrityStatus_enum) describing the building/structure condition (e.g., Warning, Critical, Normal).",USER-DEFINED,
vibrationlevelmms2,,A FLOAT recording vibration level in mm/s².,double precision,
noiseleveldb,,"A DECIMAL(7,2) specifying noise level in decibels (dB).",numeric,
weatheropmaintref,,"An INTEGER foreign key referencing OperationMaintenance(OpMaintRegistry), linking weather/structural data to operation/maintenance records if needed.",integer,
