original_column_name,column_name,column_description,data_format,value_description
techkey,,"A CHAR(12) primary key for each technical info record (e.g., 'TI1234567890').",character,
technetref,,"References NetworkMetrics(NetKey) (e.g., 'NE1234567890').",character,
techmsgref,,"References MessagingAnalysis(MsgKey) (e.g., 'MA1234567890').",character,
regip,,"An INET column storing the registration IP (e.g., '192.168.0.10').",inet,
iprepscore,,"A NUMERIC(6,3) rating IP reputation (e.g., '0.752').",numeric,
ipcountrynum,,"A SMALLINT tracking how many countries this IP is linked to (e.g., '1').",smallint,
vpnratio,,"A NUMERIC(7,4) fraction indicating VPN usage frequency (e.g., '0.3456').",numeric,
proxycount,,"A SMALLINT counting times a proxy was detected (e.g., '2').",smallint,
torflag,,"An enum (TorUsageDetected_enum) (Yes, Suspected, No).",USER-DEFINED,
devtotal,,"A SMALLINT total number of devices (e.g., '3').",smallint,
devtypedist,,"A JSONB describing device types (e.g., '{""mobile"":2, ""desktop"":1}').",jsonb,
browserdiv,,"A NUMERIC(5,3) measure of browser diversity (e.g., '1.230').",numeric,
uaconsval,,"A NUMERIC(6,5) capturing user-agent consistency (e.g., '0.76543').",numeric,
