column_name,column_type,column_description,sample_value,ref_key
cbsa_fips_code,TEXT,,"[""30700"", ""34060"", ""36220""]",
name,TEXT,,"[""Lincoln, NE"", ""Morgantown, WV"", ""Odessa, TX""]",
area_water_meters,FLOAT,,"[34392021.0, 21661985.0, 10375045.0]",
cbsa_geom,BINARY,,[],
csa_geo_id,TEXT,,"[""339"", ""390"", ""372""]",
lsad_code,TEXT,,"[""M1""]",
msa_indicator,TEXT,,"[""1""]",
area_land_meters,FLOAT,,"[3649266235.0, 2613050897.0, 2325322369.0]",
internal_point_geom,BINARY,,"[""bytearray(b'\\x01\\x01\\x00\\x00\\x00j\\xe7\\xea}\\x997X\\xc0\\xd8\\xac\\x8ew\\xa2hD@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x11\\xf1 \\x87R\\xf3S\\xc0\\xee\\xe9EH8\\xc3C@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xe3\\xf6pn\\xb8\\xa2Y\\xc0\\xe03mZ\\x84\\xdd?@')""]",
lsad_name,TEXT,,"[""Lincoln, NE Metro Area"", ""Morgantown, WV Metro Area"", ""Odessa, TX Metro Area""]",
internal_point_longitude,FLOAT,,"[-96.8687434, -79.8019121, -102.5425068]",
internal_point_latitude,FLOAT,,"[40.8174581, 39.5251551, 31.8653008]",
mtfcc_feature_class_code,TEXT,,"[""G3110""]",
geo_id,TEXT,,"[""30700"", ""34060"", ""36220""]",
