column_name,column_type,column_description,sample_value,ref_key
dropoff_longitude,FLOAT,,"[-73.92366027832031, -73.99980163574219, -73.98176574707031]",
tolls_amount,FLOAT,Total amount of all tolls paid in trip.,[0.0],
trip_type,NUMBER,A code indicating whether the trip was a street-hail or a dispatch that is automatically assigned based on the metered rate in use but can be altered by the driver. 1= Street-hail 2= Dispatch,[1],
pickup_latitude,FLOAT,,"[40.792396545410156, 40.66161346435547, 40.67961120605469]",
passenger_count,NUMBER,The number of passengers in the vehicle. This is a driver-entered value.,[1],
fare_amount,FLOAT,The time-and-distance fare calculated by the meter,[12.0],
tip_amount,FLOAT,Tip amount. This field is automatically populated for credit card tips. Cash tips are not included.,[2.66],
total_amount,FLOAT,The total amount charged to passengers. Does not include cash tips.,[15.96],
store_and_fwd_flag,TEXT,"This flag indicates whether the trip record was held in vehicle memory before sending to the vendor, aka 'store and forward,' because the vehicle did not have a connection to the server. Y= store and forward trip N= not a store and forward trip","[""N""]",
trip_distance,FLOAT,The elapsed trip distance in miles reported by the taximeter.,"[2.79, 2.82, 3.05]",
extra,FLOAT,"Miscellaneous extras and surcharges. Currently, this only includes the $0.50 and $1 rush hour and overnight charges",[0.5],
time_between_service,NUMBER,,[],
ehail_fee,FLOAT,,[],
distance_between_service,FLOAT,,[],
rate_code,NUMBER,The final rate code in effect at the end of the trip. 1= Standard rate 2=JFK 3=Newark 4=Nassau or Westchester 5=Negotiated fare 6=Group ride,[1],
vendor_id,TEXT,"A code indicating the LPEP provider that provided the record. 1= Creative Mobile Technologies, LLC; 2= VeriFone Inc.","[""2""]",
dropoff_datetime,NUMBER,The date and time when the meter was disengaged,"[1423877449000000, 1437261559000000, 1423955377000000]",
dropoff_latitude,FLOAT,,"[40.814632415771484, 40.69346618652344, 40.661922454833984]",
pickup_datetime,NUMBER,The date and time when the meter was engaged,"[1423876657000000, 1437260651000000, 1423954569000000]",
mta_tax,FLOAT,$0.50 MTA tax that is automatically triggered based on the metered rate in use,[0.5],
pickup_longitude,FLOAT,,"[-73.9381103515625, -73.98107147216797, -73.94680786132812]",
payment_type,NUMBER,A numeric code signifying how the passenger paid for the trip. 1= Credit card 2= Cash 3= No charge 4= Dispute 5= Unknown 6= Voided trip,[1],
imp_surcharge,FLOAT,$0.30 improvement surcharge assessed on hailed trips at the flag drop. The improvement surcharge began being levied in 2015.,[0.3],
