column_name,column_type,column_description,sample_value,ref_key
language_id,NUMBER,,[1],
title,TEXT,,"[""ADAPTATION HOLES"", ""AFRICAN EGG"", ""AIRPORT POLLOCK""]",
rental_duration,NUMBER,,"[7, 6]",
rating,TEXT,,"[""NC-17"", ""G"", ""R""]",
original_language_id,TEXT,,"[""""]",
film_id,NUMBER,,"[3, 5, 8]",
length,NUMBER,,"[50, 130, 54]",
last_update,TEXT,,"[""2021-03-06 15:52:00""]",
rental_rate,FLOAT,,"[2.99, 4.99, 0.99]",
release_year,TEXT,,"[""2006""]",
replacement_cost,FLOAT,,"[18.99, 22.99, 15.99]",
description,TEXT,,"[""A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory"", ""A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico"", ""A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India""]",
special_features,TEXT,,"[""Trailers,Deleted Scenes"", ""Deleted Scenes"", ""Trailers""]",
