original_column_name,column_name,column_description,data_format,value_description
THERMAL_ID,,"BIGSERIAL. Unique identifier for the thermal, solar, wind, and grid record. PK.",bigint,
comm_link,,BIGINT. Reference to the communication record. FK to Communication.COMM_ID.,bigint,
batt_link,,BIGINT. Reference to the battery record. FK to PowerBattery.PWR_BATT_ID.,bigint,
thermalImgStat,,"TEXT. Thermal image status. Possible values: Critical, Normal, Warning.",text,
insulationStat,,"TEXT. Insulation status. Possible values: Fair, Good, Poor.",text,
heatLoss_kwh,,REAL. Heat loss in kilowatt-hours. **NULL means no heat loss data recorded.**. Example: 1.11.,real,
solarPanelStat,,"TEXT. Solar panel status. Possible values: Active, Fault, Inactive.",text,
solarOutput_w,,REAL. Solar panel output in watts. Example: 746.1.,real,
solarEffPct,,REAL. Solar efficiency percentage. Example: 2.0.,real,
solarTempC,,REAL. Solar panel temperature in Celsius. Example: -14.9.,real,
windTurbineStat,,"TEXT. Wind turbine status. Possible values: Fault, Operating, Stopped.",text,
windOutput_w,,REAL. Wind turbine output in watts. **NULL means no wind output data recorded.**. Example: 656.8.,real,
windRPM,,BIGINT. Wind turbine RPM. Example: 130.3.,bigint,
powerGridStat,,"TEXT. Power grid status. Possible values: Connected, Disconnected, Island Mode.",text,
powerQualIdx,,REAL. Power quality index. Example: 95.,real,
backupPowerStat,,"TEXT. Backup power status. **NULL means no backup power status recorded.**. Possible values: Active, Fault, Standby.",text,
fuelCellStat,,"TEXT. Fuel cell status. Possible values: Fault, Operating, Standby.",text,
fuelCellOutput_w,,REAL. Fuel cell output in watts. Example: 185.0.,real,
fuelCellEffPct,,REAL. Fuel cell efficiency percentage. Example: 48.2.,real,
H2LevelPct,,REAL. Hydrogen level percentage. Example: 95.,real,
O2LevelPct,,REAL. Oxygen level percentage. Example: 82.,real,
