column_name,column_type,column_description,sample_value,ref_key
creative_id,TEXT,A unique identifier for a specific ad,"[""CR01736441087200854017"", ""CR06503804757981790209"", ""CR17124284438809673729""]",
is_funded_by_google_ad_grants,BOOLEAN,YYYY-MM-DD representation of the last date the ad was shown,[false],
advertiser_disclosed_name,TEXT,The advertiser's name for transparency reporting and disclosures,"[""Palo Alto Networks (Netherlands) B.V."", ""TRKKN Netherlands B.V"", ""Artefact Media Benelux B.V""]",
creative_page_url,TEXT,A link to the relevant Ads Transparency Center page for this ad,"[""https://adstransparency.google.com/advertiser/AR16694293306934296577/creative/CR01736441087200854017"", ""https://adstransparency.google.com/advertiser/AR14042888739596795905/creative/CR06503804757981790209"", ""https://adstransparency.google.com/advertiser/AR04528852282724319233/creative/CR17124284438809673729""]",
ad_format_type,TEXT,A description of the ad type,"[""TEXT"", ""IMAGE"", ""VIDEO""]",
audience_selection_approach_info,VARIANT,"ISO 3166-2 region code (for example ""FR"" for France) of the region where the ad was shown, or a text representation of an aggregate region (for example ""EEA"" for the European Economic Area)","[""{\n  \""contextual_signals\"": \""CRITERIA_INCLUDED_AND_EXCLUDED\"",\n  \""customer_lists\"": \""CRITERIA_INCLUDED_AND_EXCLUDED\"",\n  \""demographic_info\"": \""CRITERIA_INCLUDED\"",\n  \""geo_location\"": \""CRITERIA_INCLUDED_AND_EXCLUDED\"",\n  \""topics_of_interest\"": \""CRITERIA_UNUSED\""\n}"", ""{\n  \""contextual_signals\"": \""CRITERIA_INCLUDED_AND_EXCLUDED\"",\n  \""customer_lists\"": \""CRITERIA_INCLUDED\"",\n  \""demographic_info\"": \""CRITERIA_EXCLUDED\"",\n  \""geo_location\"": \""CRITERIA_INCLUDED\"",\n  \""topics_of_interest\"": \""CRITERIA_INCLUDED\""\n}"", ""{\n  \""contextual_signals\"": \""CRITERIA_INCLUDED_AND_EXCLUDED\"",\n  \""customer_lists\"": \""CRITERIA_INCLUDED_AND_EXCLUDED\"",\n  \""demographic_info\"": \""CRITERIA_INCLUDED_AND_EXCLUDED\"",\n  \""geo_location\"": \""CRITERIA_INCLUDED\"",\n  \""topics_of_interest\"": \""CRITERIA_UNUSED\""\n}""]",
region_stats,VARIANT,Collection of regions in which the ad served (in the European Economic Area and Turkey) and their relevant stats,"[""[\n  {\n    \""first_shown\"": \""2024-08-06\"",\n    \""last_shown\"": \""2024-09-17\"",\n    \""region_code\"": \""EEA\"",\n    \""times_shown_availability_date\"": \""2024-11-04\""\n  },\n  {\n    \""first_shown\"": \""2024-08-06\"",\n    \""last_shown\"": \""2024-09-17\"",\n    \""region_code\"": \""IT\"",\n    \""times_shown_availability_date\"": \""2024-11-04\""\n  }\n]"", ""[\n  {\n    \""first_shown\"": \""2024-08-30\"",\n    \""last_shown\"": \""2024-10-07\"",\n    \""region_code\"": \""EEA\"",\n    \""times_shown_availability_date\"": \""2024-11-28\""\n  },\n  {\n    \""first_shown\"": \""2024-08-30\"",\n    \""last_shown\"": \""2024-10-07\"",\n    \""region_code\"": \""NL\"",\n    \""times_shown_availability_date\"": \""2024-11-28\""\n  }\n]"", ""[\n  {\n    \""first_shown\"": \""2024-08-25\"",\n    \""last_shown\"": \""2024-09-25\"",\n    \""region_code\"": \""DE\"",\n    \""times_shown_availability_date\"": \""2024-11-23\""\n  },\n  {\n    \""first_shown\"": \""2024-08-25\"",\n    \""last_shown\"": \""2024-09-25\"",\n    \""region_code\"": \""EEA\"",\n    \""times_shown_availability_date\"": \""2024-11-23\""\n  }\n]""]",
topic,TEXT,"YYYY-MM-DD representation of the first date the ad was shown. If the ad was first shown before March 1st, 2023, March 1st, 2023 will be reported as the first_shown date.","[""Computers & Consumer Electronics"", ""Family & Community"", ""Sports & Fitness""]",
advertiser_id,TEXT,A unique identifier for a specific advertiser,"[""AR16694293306934296577"", ""AR14042888739596795905"", ""AR04528852282724319233""]",
advertiser_verification_status,TEXT,Whether or not the advertiser has verified their identity with Google yet,"[""VERIFIED"", ""UNVERIFIED""]",
advertiser_legal_name,TEXT,The legal name of the advertiser,"[""Palo Alto Networks (Netherlands) B.V."", """", ""KLM Royal Dutch Airlines""]",
advertiser_location,TEXT,"ISO 3166-2 region code (for example ""FR"" for France)","[""NL""]",
