column_name,column_type,column_description,sample_value,ref_key
GeneShort,TEXT,"gene symbol(s), eg 'BCR/ABL1', or 'IGH+', etc",[],
GeneLength,TEXT,length of gene string -- usually an integer between 0 and 15,[],
RefNo,NUMBER,"reference number, eg '15563'","[2993, 2994, 3579]",
Topo,TEXT,"topography code, eg '0401'","["" "", ""0801""]",
KaryShort,TEXT,"short or truncated karyotype string, eg 't(19;19)(p13;p13)' or '+12,+19'",[],
MolClin,TEXT,this flag indicates whether this row describes a molecular 'M' or clinical 'C' association,"[""C""]",
KaryLength,NUMBER,length of karyotype description string (up to 569),[],
InvNo,NUMBER,"investigation number, usually between 1 and 10",[1],
Immunology,TEXT,"immunology flag, usually blank, other values are 'B' or 'T'","["" ""]",
Morph,TEXT,"morphology code, eg '3111'","[""1501"", ""1602"", ""5102""]",
GeneLong,TEXT,this field is always blank (never needed),[],
KaryLong,TEXT,blank or long karyotype description,[],
