original_column_name,column_name,column_description,data_format,value_description
prefreg,,"A VARCHAR(20) primary key for preferences/settings (e.g., 'PREF001').",character varying,
preferencesmemberpivot,,A VARCHAR(20) FK referencing MembershipAndSpending(MemberReg).,character varying,
preferencessocialpivot,,A VARCHAR(20) FK referencing SocialCommunity(SocialReg).,character varying,
privset,,"An enum (PrivacySettings_enum) for privacy level (Private, Friends Only, Public).",USER-DEFINED,
dsconsent,,"An enum (DataSharingConsent_enum) capturing how much data the fan consents to share (Partial, Minimal, Full).",USER-DEFINED,
notifpref,,"An enum (NotifPref_enum) describing notifications setting (Important, All).",USER-DEFINED,
commpref,,"An enum (CommPref_enum) for communication method (SMS, Email, Push).",USER-DEFINED,
markpref,,"An enum (MarkPref_enum) describing marketing preference (Opted In, Selective, Opted Out).",USER-DEFINED,
langset,,"An enum (LangSet_enum) specifying how language is handled (Translated, Auto, Original).",USER-DEFINED,
accessset,,"An enum (AccessSet_enum) describing access or UI customization (Standard, Custom, Enhanced).",USER-DEFINED,
devcount,,"A SMALLINT number of devices the fan uses with the service (e.g., 2).",smallint,
logfreq,,"An enum (LoginFrequency_enum) for login frequency (Rare, Monthly, Weekly, Daily).",USER-DEFINED,
lastlogdt,,"A DATE indicating last login date (e.g., '2025-03-15').",date,
sesscount,,"An INT counting total sessions (e.g., 150).",integer,
timehrs,,"An INT representing total hours spent online (e.g., 120).",integer,
avgdailymin,,"A SMALLINT average daily minutes used (e.g., 45).",smallint,
peaksess,,"A SMALLINT peak number of concurrent sessions (e.g., 3).",smallint,
intconsist,,"A DECIMAL(3,2) measuring interaction consistency (0.00–1.00) (e.g., '0.85').",numeric,
platstable,,"A DECIMAL(3,2) rating platform stability from the user’s perspective (0.00–1.00) (e.g., '0.90').",numeric,
connqual,,"An enum (ConnectionQuality_enum) describing connectivity (Poor, Excellent, Good, Fair).",USER-DEFINED,
