original_column_name,column_name,column_description,data_format,value_description
seshkey,,"A BIGSERIAL primary key for session records (e.g., 401).",bigint,
userel,,A BIGINT FK referencing Users(UserKey) to link the session to a user.,bigint,
devrel,,A BIGINT FK referencing Devices(DevKey) to link the session to a device.,bigint,
seshstart,,"A TIMESTAMP indicating when the session started (e.g., '2025-03-12 14:00:00').",timestamp without time zone,
seshdur,,"An INT capturing the session's total duration in seconds (e.g., 1200 = 20 minutes).",integer,
seshviews,,"An INT counting how many pages/articles the user viewed in this session (e.g., 5).",integer,
bncrate,,"A NUMERIC(5,2) measuring the bounce rate for the session (e.g., 25.00).",numeric,
seshdepth,,"An INT measuring how deep the user navigated (e.g., 3 screens).",integer,
engscore,,"A NUMERIC(5,2) measuring session engagement (e.g., 70.00).",numeric,
seshrecs,,"An INT indicating how many recommendations were shown to the user (e.g., 10).",integer,
seshclicks,,"An INT counting how many recommendation clicks occurred (e.g., 2).",integer,
ctrval,,"A NUMERIC(5,2) capturing the click-through rate for recommendations (e.g., 20.00).",numeric,
langcode,,"An enum (languagecode_enum) describing the user's language (fr, es, en, de, zh).",USER-DEFINED,
tzoffset,,"An enum (timezoneoffset_enum) for the user’s time zone offset (8, 1, 0, -5, -8).",USER-DEFINED,
ipaddr,,"An INET column storing the user's IP address (e.g., '192.168.0.10').",inet,
geoctry,,"A VARCHAR(100) referencing the user’s country based on IP geo (e.g., 'USA').",character varying,
georeg,,"A VARCHAR(100) referencing the user’s region or state (e.g., 'California').",character varying,
geocity,,"A VARCHAR(100) referencing the user’s city (e.g., 'San Francisco').",character varying,
expref,,"A VARCHAR(30) referencing an experiment ID or tag (e.g., 'EXP123').",character varying,
persver,,"An enum (personalizationversion_enum) for personalization system version (v4, v1, v3, v2, v5).",USER-DEFINED,
recset,,"A VARCHAR(50) referencing a recommendation set ID if used (e.g., 'RecSetXYZ').",character varying,
relscore,,"A NUMERIC(5,2) capturing overall content relevance (e.g., 75.50).",numeric,
persacc,,"A NUMERIC(5,2) referencing personalization accuracy (e.g., 80.00).",numeric,
recutil,,"A NUMERIC(5,2) measuring recommendation utility or value (e.g., 70.25).",numeric,
