original_column_name,column_name,column_description,data_format,value_description
artkey,,"A BIGSERIAL primary key identifying each article (e.g., 10001).",bigint,
catlabel,,"An enum (articlecategory_enum) for article category (Entertainment, Business, Sports, News, Technology).",USER-DEFINED,
subcatlbl,,"An enum (articlesubcategory_enum) for article subcategory (International, Opinion, Local, Feature).",USER-DEFINED,
pubtime,,"A TIMESTAMP for when the article was published (e.g., '2025-02-10 08:00:00').",timestamp without time zone,
authname,,"A VARCHAR(200) capturing the article’s author (e.g., 'John Smith').",character varying,
srcref,,"A VARCHAR(150) referencing the article source or publication name (e.g., 'Reuters').",character varying,
wordlen,,"An INT for the article's word count (e.g., 1200).",integer,
readsec,,"An INT measuring the estimated reading time in seconds (e.g., 300).",integer,
difflevel,,"An enum (articledifficultylevel_enum) describing the reading complexity (Basic, Intermediate, Advanced).",USER-DEFINED,
freshscore,,"A NUMERIC(5,2) measuring how fresh or recent the content is (e.g., 65.50).",numeric,
qualscore,,"A NUMERIC(5,2) capturing an overall quality rating (e.g., 80.00).",numeric,
sentscore,,"A NUMERIC(5,2) referencing sentiment positivity (e.g., 40.25).",numeric,
contrscore,,"A NUMERIC(5,2) measuring controversy level (e.g., 10.50 = low controversy).",numeric,
tagset,,"A TEXT field listing associated tags/keywords (e.g., 'politics, election').",text,
conttype,,"An enum (contenttype_enum) describing the article's content type (Article, Gallery, Video, Interactive).",USER-DEFINED,
contformat,,"An enum (contentformat_enum) specifying format (Mobile, Text, HTML, AMP).",USER-DEFINED,
accscore,,"A NUMERIC(5,2) referencing accessibility or ease-of-use score (e.g., 90.00).",numeric,
mediacount,,"An INT indicating how many media elements (images, videos) are included (e.g., 3).",integer,
vidsec,,"An INT measuring video duration in seconds if it's a video-based article (e.g., 120).",integer,
paywall,,"An enum (paywallstatus_enum) describing paywall status (Metered, Premium, Free).",USER-DEFINED,
authref,,A BIGINT FK referencing Users(UserKey) if the author is also a user in the system.,bigint,
engagement_metrics,,"JSONB column. Aggregates metrics related to article engagement and performance, such as popularity, engagement rate, and social interactions.
Fields: {""average_rating"":""A NUMERIC(3,1) average user rating (e.g., 4.2)."",""completion_rate"":""A NUMERIC(5,2) for article completion rate (e.g., 45.50)."",""engagement_rate"":""A NUMERIC(5,2) capturing how engaging the article is (e.g., 55.75)."",""popularity_score"":""A NUMERIC(5,2) for the article's popularity score (e.g., 75.40)."",""social"":{""comments"":""An INT capturing the number of comments the article received (e.g., 50)."",""shares"":""An INT counting how many times the article was shared on social platforms (e.g., 200).""}}",jsonb,
