original_column_name,column_name,column_description,data_format,value_description
vendortrace,,SERIAL primary key uniquely identifying each vendor management record.,integer,
secjoin,,INT referencing SecurityProfile(SecurityTrace). Ties vendor data with a security profile.,integer,
riskassoc,,INT referencing RiskManagement(RiskTrace). Connects vendor data to risk management info.,integer,
recordregistry,,"CHAR(10) an optional cross-ref field, historically 'RecordID'.",character,
vendassess,,"VARCHAR(40) describing vendor assessment status. Currently possible values: (Completed, In Progress, Due).",character varying,
vendsecrate,,"securityrating_enum enumerating vendor security rating. Currently possible values: (A, B, C, D).",USER-DEFINED,
vendauddate,,DATE indicating when the vendor was last audited.,date,
contrstate,,"VARCHAR(30) capturing the contract state. Currently possible values: (Active, Under Review, Expired).",character varying,
contrexpire,,DATE specifying when the current contract expires.,date,
dpastate,,"VARCHAR(30) referencing Data Processing Agreement status. Currently possible values: (Required, Signed, Pending).",character varying,
sccstate,,"VARCHAR(30) referencing Standard Contractual Clauses status. Currently possible values: (Implemented, Partial, Not Required).",character varying,
bcrstate,,"VARCHAR(30) capturing the status of Binding Corporate Rules. Currently possible values: (Approved, Pending, Not Applicable).",character varying,
docustate,,"VARCHAR(30) describing the vendor’s documentation completeness. Currently possible values: (Complete, Incomplete, Partial).",character varying,
polcomp,,"VARCHAR(30) enumerating vendor’s policy compliance. Currently possible values: (Partial, Full, Non-compliant).",character varying,
proccomp,,"VARCHAR(30) enumerating vendor’s procedure compliance status. Currently possible values: (Non-compliant, Full, Partial).",character varying,
trainstate,,"VARCHAR(30) referencing the training status of vendor employees. Currently possible values: (Due, Overdue, Current).",character varying,
certstate,,"VARCHAR(30) referencing certifications the vendor holds. Currently possible values: (Pending, Expired, Valid).",character varying,
monstate,,"VARCHAR(30) storing the vendor’s monitoring status or approach. Currently possible values: (Inactive, Partial, Active).",character varying,
repstate,,"VARCHAR(30) capturing the vendor’s reporting requirements or status. Currently possible values: (Delayed, Current, Overdue).",character varying,
stakecomm,,"TEXT detailing stakeholder communication or engagement strategy for the vendor relationship. Currently possible values: (Limited, Poor, Regular).",text,
