original_column_name,column_name,column_description,data_format,value_description
profiletrace,,SERIAL primary key identifying each data profile record.,integer,
flowsign,,"CHAR(10) referencing DataFlow(RecordRegistry), linking this profile to a particular data flow.",character,
riskjoin,,INT referencing RiskManagement(RiskTrace). Associates the data profile with a relevant risk record.,integer,
recordregistry,,"CHAR(10), an optional cross-reference, formerly 'RecordID'.",character,
datatype,,"VARCHAR(80) describing the category of data (financial, personal, logs, etc.). Currently possible values: (Commercial, Personal, Financial, Industrial, Medical).",character varying,
datasense,,"VARCHAR(30) designating data sensitivity level (High, Medium, Low). Currently possible values: (High, Low, Critical, Medium).",character varying,
volgb,,"NUMERIC(10,2) representing the approximate data volume in gigabytes.",numeric,
rectally,,BIGINT counting how many records exist in this data set or flow.,bigint,
subjtally,,BIGINT enumerating how many unique data subjects are impacted/contained.,bigint,
retdays,,INT storing the retention duration (in days) for this data.,integer,
formattype,,"VARCHAR(80) naming the data format (CSV, JSON, XML, proprietary, etc.). Currently possible values: (Mixed, Unstructured, Structured).",character varying,
qltyscore,,"NUMERIC(4,2) capturing data quality on a custom 0–100 scale.",numeric,
intcheck,,"checkstatus_enum enumerating data integrity check status. Currently possible values: (Passed, Failed, Partial).",USER-DEFINED,
csumverify,,"checkstatus_enum enumerating checksum verification status. Currently possible values: (Failed, Success, Pending).",USER-DEFINED,
srcvalstate,,"checkstatus_enum enumerating source validation status. Currently possible values: (Pending, Verified, Failed).",USER-DEFINED,
destvalstate,,"checkstatus_enum enumerating destination validation status. Currently possible values: (Pending, Verified, Failed).",USER-DEFINED,
