original_column_name,column_name,column_description,data_format,value_description
transportregistry,,"A VARCHAR(20) primary key uniquely identifying the transportation record (e.g., 'TRANS0001').",character varying,
transportdistref,,"A VARCHAR(20) referencing DisasterEvents(DistRegistry) (e.g., 'DIST0001').",character varying,
transporthubref,,"A VARCHAR(20) referencing DistributionHubs(HubRegistry), linking transport to a hub (e.g., 'HUB0001').",character varying,
transportsupref,,"A VARCHAR(20) referencing Supplies(SupplyRegistry), connecting transport operations to supplies (e.g., 'SUP0001').",character varying,
vehiclecount,,"An INT recording how many vehicles are assigned (e.g., 15).",integer,
trucksavailable,,"An INT counting the number of trucks available (e.g., 5).",integer,
helosavailable,,"An INTEGER specifying how many helicopters are available (e.g., 2).",integer,
boatsavailable,,"A BIGINT measuring how many boats can be used (e.g., 1).",bigint,
totaldeliverytons,,"A DECIMAL(9,3) for the total cargo capacity in tons (e.g., 50.000).",numeric,
dailydeliverytons,,"A DECIMAL(8,2) capturing daily delivery capacity in tons (e.g., 7.50).",numeric,
lastmilestatus,,"An enum (LastMileStatus_enum) indicating last-mile delivery progress; values: 'On Track', 'Delayed', 'Suspended'.",USER-DEFINED,
distributionpoints,,"An INTEGER labeling how many drop-off or distribution points exist (e.g., 10).",integer,
avgdeliveryhours,,"A DECIMAL(5,2) measuring average hours per delivery route (e.g., 8.50).",numeric,
deliverysuccessrate,,"A DECIMAL(7,3) describing the delivery success percentage (e.g., 95.200).",numeric,
routeoptstatus,,"An enum (RouteOptStatus_enum) describing routing optimization; values: 'In Progress', 'Optimized', 'Required'.",USER-DEFINED,
fuelefficiencylpk,,"A DECIMAL(6,3) logging liters of fuel used per km (e.g., 0.250).",numeric,
maintenancestate,,"An enum (MaintenanceState_enum) capturing maintenance status; values: 'Overdue', 'Up to Date', 'Due'.",USER-DEFINED,
vehiclebreakrate,,"A DECIMAL(4,1) measuring how often vehicles break down, as a rate (e.g., 2.5).",numeric,
