original_column_name,column_name,column_description,data_format,value_description
envhealthregistry,,"A VARCHAR(20) primary key identifying each environment and health record (e.g., 'ENVH0001').",character varying,
envdistref,,"A VARCHAR(20) referencing DisasterEvents(DistRegistry), linking environment/health data to an event (e.g., 'DIST0001').",character varying,
envimpactrate,,"An enum (EnvImpactRate_enum) rating environmental impact; values: 'Low', 'High', 'Medium'.",USER-DEFINED,
wastemanagementstate,,"An enum (WasteManagementState_enum) describing waste management capability; values: 'Adequate', 'Limited', 'Critical'.",USER-DEFINED,
recyclepct,,"A NUMERIC(4,1) capturing the recycling rate percentage (e.g., 10.5).",numeric,
carbontons,,"A DECIMAL(10,3) counting carbon emissions in tons (e.g., 250.000).",numeric,
renewenergypct,,"A NUMERIC(5,2) logging what percent of energy usage is renewable (e.g., 15.50).",numeric,
waterqualityindex,,"A DECIMAL(5,2) measuring water quality (e.g., 80.25).",numeric,
sanitationcoverage,,"A NUMERIC(7,3) representing sanitation coverage percentage (e.g., 92.500).",numeric,
diseaserisk,,"An enum (DiseaseRisk_enum) for disease outbreak threat; values: 'High', 'Medium', 'Low'.",USER-DEFINED,
medicalemergencycapacity,,"An enum (MedicalEmergencyCapacity_enum) capturing medical emergency readiness; values: 'Adequate', 'Critical', 'Limited'.",USER-DEFINED,
vaccinationcoverage,,"A DECIMAL(6,3) showing percent of population vaccinated (e.g., 85.200).",numeric,
mentalhealthaid,,"An enum (MentalHealthAid_enum) measuring mental health support; values: 'Limited', 'Available'.",USER-DEFINED,
