column_name,column_type,column_description,sample_value,ref_key
zip_new,NUMBER,Zip Code geocoded to the address using Geosupport 11.4,[0],
censustract_2010,TEXT,2010 Census Tract geocoded to the address using Geosupport 11.4,[],
recordid,NUMBER,A unique identifier for each record in the table. Does not correspond to other datasets or identify the tree itself.,"[32660, 32661, 3570]",
longitude,FLOAT,Longitude of point in decimal degrees as geocoded using LION 02A,[1.0],
borough,TEXT,Borough where tree was recorded.,"[""Manhattan""]",
diameter,NUMBER,Diameter of the tree as measured at approximately 4.5 feet from the ground.,"[11, 10, 9]",
spc_latin,TEXT,This is the latin/scientific name for the species of this tree.,"[""QUERCUS PHELLOS"", ""GLEDITSIA TRIACANTHOS""]",
house_number,TEXT,Numerical portion of the address.,"[""767.0""]",
sidewalk_condition,TEXT,Whether the tree roots have lifted the adjacent sidewalk.,"[""Good""]",
street,TEXT,Street where address for tree is located.,"[""1 AV"", ""E 58 ST""]",
nta_2010,TEXT,Neighborhood Tabulation Area geocoded to the address using Geosupport 11.4,"[""Unknown""]",
segmentid,NUMBER,LION SegmentID geocoded to the address using Geosupport 11.4,[0],
censusblock_2010,TEXT,2010 Census Block geocoded to the address using Geosupport 11.4,[],
latitude,FLOAT,Latitude of point in decimal degrees as geocoded using LION 02A,[1.0],
species,TEXT,"Species of the tree using a four-letter code, comprised of the first two letters of the genus followed by the first two letters of the species.","[""QUPH"", ""GLTR""]",
cb_original,NUMBER,The community board originally geocoded to the address using LION 02A,[0],
zip_original,NUMBER,The zip code originally geocoded to the address using LION 02A,[0],
y,FLOAT,"Y coordinate of point in the NAD_1983_StatePlane_New_York_Long_Island_FIPS_3104_Feet coordinate system, geocoded using LION 02A",[1.0],
location,TEXT,,"[""(1.0, 1.0)""]",
x,FLOAT,"X coordinate of point in the NAD_1983_StatePlane_New_York_Long_Island_FIPS_3104_Feet coordinate system, geocoded using LION 02A",[1.0],
status,TEXT,Overall tree condition.,"[""Good"", ""Excellent""]",
spc_common,TEXT,This is the common name for the species of this tree.,"[""OAK, WILLOW"", ""HONEYLOCUST""]",
address,TEXT,Address of the tree.,"[""870/860 1 AV"", ""767 E 58 ST""]",
site,TEXT,This field clarifies the position relative to the address for trees not located in the front of buildings.,"[""Across"", ""Front""]",
support_structure,TEXT,Whether the tree has support structures installed.,"[""None""]",
cb_new,NUMBER,Community Board geocoded to the address using Geosupport 11.4,[0],
wires,TEXT,Whether the tree is located under utility wires,"[""None""]",
