original_column_name,column_name,column_description,data_format,value_description
systemmonitoringpivot,,"A BIGSERIAL PK for system monitoring info (e.g., 56789).",bigint,
apireqtotal,,"An INTEGER counting total API requests in a window (e.g., 45230).",integer,
apierrtotal,,"An INTEGER total of API errors (e.g., 123).",integer,
apilatmark,,"A REAL capturing average API latency (e.g., 150.2).",real,
wsstate,,"An enum (WSState_enum) describing websocket state (Connected, Disconnected).",USER-DEFINED,
rateremain,,"A SMALLINT for remaining requests before rate limit (e.g., 75).",smallint,
lastupdnote,,"A VARCHAR(60) short note on last system update (e.g., 'AutoScale triggered').",character varying,
seqcode,,"A VARCHAR(60) sequence/version code for real-time updates (e.g., 'seq-0012').",character varying,
slipratio,,"A DECIMAL(12,3) average slippage measure (e.g., '0.250').",numeric,
exectimespan,,"A DECIMAL(8,2) typical order execution time in ms or s (e.g., '12.50').",numeric,
queueline,,"An INTEGER tracking queued tasks or orders (e.g., 45).",integer,
mkteffect,,"A REAL approximating internal market impact (e.g., 1.2).",real,
priceeffect,,"A REAL approximating net price improvement (e.g., 0.4).",real,
aitrack,,"A BIGINT FK to AnalyticsIndicators(AnalyticsIndicatorsNode), linking to advanced analytics.",bigint,
