column_name,column_type,column_description,sample_value,ref_key
group_desc,TEXT,"Subsets within sector (e.g., under sector = CROPS, the groups are FIELD CROPS, FRUIT & TREE NUTS, HORTICULTURE, and VEGETABLES).","[""FIELD CROPS""]",
begin_code,NUMBER,"If applicable, a 2-digit code corresponding to the beginning of the reference period (e.g., for freq_desc = MONTHLY, begin_code ranges from 01 (January) to 12 (December)).",[4],
commodity_desc,TEXT,"The primary subject of interest (e.g., CORN, CATTLE, LABOR, TRACTORS, OPERATORS).","[""HAY"", ""CORN""]",
unit_desc,TEXT,"The unit associated with the statistic category (e.g., ACRES, $ / LB, HEAD, $, OPERATIONS).","[""$ / TON"", ""$ / BU""]",
util_practice_desc,TEXT,"Utilizations (e.g., GRAIN, FROZEN, SLAUGHTER) or marketing channels (e.g., FRESH MARKET, PROCESSING, RETAIL).","[""ALL UTILIZATION PRACTICES"", ""GRAIN""]",
reference_period_desc,TEXT,"The specific time frame, within a freq_desc.","[""APR""]",
short_desc,TEXT,"A concatenation of six columns: commodity_desc, class_desc, prodn_practice_desc, util_practice_desc, statisticcat_desc, and unit_desc.","[""HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON"", ""HAY - PRICE RECEIVED, MEASURED IN $ / TON"", ""CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU""]",
state_fips_code,NUMBER,"NASS 2-digit state codes; include 99 and 98 for US TOTAL and OTHER STATES, respectively; otherwise match ANSI codes.","[19, 39]",
asd_code,NUMBER,"NASS defined county groups, unique within a state, 2-digit ag statistics district code.",[],
class_desc,TEXT,"Generally a physical attribute (e.g., variety, size, color, gender) of the commodity.","[""ALFALFA"", ""ALL CLASSES""]",
agg_level_desc,TEXT,"Aggregation level or geographic granularity of the data (e.g., STATE, AG DISTRICT, COUNTY, REGION, ZIP CODE).","[""STATE""]",
year,NUMBER,The numeric year of the data.,"[1969, 1959, 1967]",
source_desc,TEXT,"Source of data (CENSUS or SURVEY). Census program includes the Census of Ag as well as follow up projects. Survey program includes national, state, and county surveys.","[""SURVEY""]",
county_name,TEXT,County name.,[],
domaincat_desc,TEXT,"Categories or partitions within a domain (e.g., under domain = SALES, domain categories include $1,000 TO $9,999, $10,000 TO $19,999, etc).","[""NOT SPECIFIED""]",
country_name,TEXT,Country name.,"[""UNITED STATES""]",
county_code,NUMBER,NASS 3-digit county codes; includes 998 for OTHER (COMBINED) COUNTIES and Alaska county codes; otherwise match ANSI codes.,[],
state_name,TEXT,State full name.,"[""IOWA"", ""OHIO""]",
watershed_code,NUMBER,US Geological Survey (USGS) 8-digit Hydrologic Unit Code (HUC) for watersheds.,[0],
region_desc,TEXT,"NASS defined geographic entities not readily defined by other standard geographic levels. A region can be a less than a state (SUB-STATE) or a group of states (MULTI-STATE), and may be specific to a commodity.",[],
zip_5,NUMBER,US Postal Service 5-digit zip code.,[],
cv_suppression_code,TEXT,Any suppression codes used to avoid displaying data that should not be disclosed or from putting out data lower than the precision level defined by NASS. Code definitions can be found in the NASS publications.,[],
asd_desc,TEXT,Ag statistics district name.,[],
freq_desc,TEXT,"Length of time covered (ANNUAL, SEASON, MONTHLY, WEEKLY, POINT IN TIME). MONTHLY often covers more than one month. POINT IN TIME is as of a particular day.","[""MONTHLY""]",
location_desc,TEXT,Full description for the location dimension.,"[""IOWA"", ""OHIO""]",
country_code,NUMBER,"US Census Bureau, Foreign Trade Division 4-digit country code, as of April, 2007.",[9000],
domain_desc,TEXT,"Generally another characteristic of operations that produce a particular commodity (e.g., ECONOMIC CLASS, AREA OPERATED, NAICS CLASSIFICATION, SALES). For chemical usage data, the domain describes the type of chemical applied to the commodity. The domain = TOTAL will have no further breakouts; i.e., the data value pertains completely to the short_desc.","[""TOTAL""]",
county_ansi,NUMBER,ANSI standard 3-digit county codes.,[],
value,FLOAT,Published data value.,"[24.5, 14.0, 19.6]",
state_ansi,NUMBER,American National Standards Institute (ANSI) standard 2-digit state codes.,"[19, 39]",
congr_district_code,NUMBER,US Congressional District 2-digit code.,[],
week_ending,DATE,"Week ending date, used when freq_desc = WEEKLY.",[],
sector_desc,TEXT,"Five high level, broad categories useful to narrow down choices (CROPS, ANIMALS & PRODUCTS, ECONOMICS, DEMOGRAPHICS, and ENVIRONMENTAL).","[""CROPS""]",
state_alpha,TEXT,"State abbreviation, 2-character alpha code.","[""IA"", ""OH""]",
value_suppression_code,TEXT,Any suppression codes used to avoid displaying data that should not be disclosed or from putting out data lower than the precision level defined by NASS. Code definitions can be found in the NASS publications.,[],
end_code,NUMBER,"If applicable, a 2-digit code corresponding to the end of the reference period (e.g., the reference period of JAN THRU MAR will have begin_code = 01 and end_code = 03).",[4],
statisticcat_desc,TEXT,"The aspect of a commodity being measured (e.g., AREA HARVESTED, PRICE RECEIVED, INVENTORY, SALES).","[""PRICE RECEIVED""]",
prodn_practice_desc,TEXT,"A method of production or action taken on the commodity (e.g., IRRIGATED, ORGANIC, ON FEED).","[""ALL PRODUCTION PRACTICES""]",
load_time,NUMBER,Date and time indicating when record was inserted into Quick Stats database.,"[1325376000000000, 1480519190000000]",
watershed_desc,TEXT,Name assigned to the HUC.,[],
cv_percent,FLOAT,Coefficient of variation. Available for the 2012 Census of Agriculture only. County-level CVs are generalized.,[],
