column_name,column_type,column_description,sample_value,ref_key
percent_of_beneficiaries_with_cancer,NUMBER,"Percent of beneficiaries meeting the CCW chronic condition algorithms for cancer. Includes breast cancer, colorectal cancer, lung cancer and prostate cancer.","[8, 15, 11]",
other_unknown_beneficiaries,NUMBER,Number of beneficiaries with race not elsewhere classified.,[17.0],
total_episodes_non_lupa,NUMBER,Total count of non-LUPA episodes provided by a specific home health agency or in a unique HHRG category in the calendar year.,"[681, 395, 211]",
average_number_of_skilled_nursing_visits_per_episode_non_lupa,FLOAT,Average number of skilled nursing visits provided by the HHA during a non-LUPA episode.,"[9.8, 14.5, 5.1]",
percent_of_beneficiaries_with_depression,NUMBER,Percent of beneficiaries meeting the CCW chronic condition algorithm for depression.,"[21, 42, 23]",
percent_of_beneficiaries_with_ihd,NUMBER,Percent of beneficiaries meeting the CCW chronic condition algorithm for ischemic heart disease.,"[57, 40, 46]",
average_number_of_home_health_aide_visits_per_episode_non_lupa,FLOAT,Average number of home health aide visits provided by the HHA during a non-LUPA episode.,"[0.8, 4.0, 0.9]",
outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,FLOAT,The percent of total Medicare payments for non-LUPA episodes paid to an HHA for outlier episodes.,"[6.5, 3.1, 0.1]",
average_number_of_pt_visits_per_episode_non_lupa,FLOAT,Average number of physical therapy visits provided by the HHA during a non-LUPA episode.,"[2.7, 4.1, 11.4]",
percent_of_beneficiaries_with_ra_oa,NUMBER,Percent of beneficiaries meeting the CCW chronic condition algorithm for rheumatoid arthritis/osteoarthritis.,"[72.0, 54.0, 58.0]",
city,TEXT,"The city where the home health agency is located, as reported in the POS file.","[""NORWALK"", ""EL SEGUNDO"", ""ORANGE PARK""]",
total_hha_medicare_payment_amount_non_lupa,NUMBER,Total amount that Medicare paid for non-LUPA episodes. Home health services do not have any cost-sharing requirements and the Medicare payment amount will equal the allowed amount.,"[2217148, 1247326, 650494]",
state,TEXT,"The state where the home health agency is located, as reported in POS file. The fifty U.S. states and the District of Columbia are reported by the state postal abbreviation.","[""CA"", ""FL"", ""IL""]",
hispanic_beneficiaries,NUMBER,Number of Hispanic beneficiaries.,"[26, 36, 11]",
percent_of_beneficiaries_with_hyperlipidemia,NUMBER,Percent of beneficiaries meeting the CCW chronic condition algorithm for hyperlipidemia.,"[70, 56, 73]",
percent_of_beneficiaries_with_chronic_kidney_disease,NUMBER,Percent of beneficiaries meeting the CCW chronic condition algorithm for chronic kidney disease.,"[39, 40, 20]",
average_number_of_total_visits_per_episode_non_lupa,FLOAT,Average number of total visits provided by the HHA during a non-LUPA episode.,"[13.4, 22.8, 17.3]",
provider_id,TEXT,The 6-digit identification number for the home health agency on the claim.,"[""58330"", ""58476"", ""108499""]",
american_indian_or_alaska_native_beneficiaries,NUMBER,Number of American Indian or Alaska Native beneficiaries.,[],
average_hcc_score,FLOAT,Average Hierarchical Condition Category (HCC) risk score of beneficiaries. Please refer to the “Additional Information” section of the Methodology document for more details on HCC risk scores.,"[2.0, 2.4, 1.58]",
street_address,TEXT,"The home health agency address, as reported in the POS file.","[""14625 CARMENITA ROAD SUITE 228"", ""360 N SEPULVEDA BLVD SUITE 1048"", ""1700 WELLS RD  UNIT 23""]",
zip_code,NUMBER,"The home health agency’s zip code, as reported in the POS file.","[90650, 90245, 32073]",
