column_name,column_type,column_description,sample_value,ref_key
social_service_visit_hours_per_day,FLOAT,"Average number of hours per day of social services hospice care provided. Social service visits identified using Revenue Codes 0560, 0561, 0562 and 0569.","[0.025, 0.091, 0.084]",
hrr,TEXT,"The Hospital Referral Region the hospice provider is located, based on provider ZIP code.","[""CT - New Haven"", ""FL - Clearwater"", ""FL - Fort Myers""]",
medicare_advantage_hospice_beneficiaries,NUMBER,Number of distinct Medicare beneficiaries enrolled in Medicare Advantage for at least one month and receiving at least one day of hospice care in the calendar year.,"[472, 2494, 1116]",
male_hospice_beneficiaries,NUMBER,Number of distinct male Medicare beneficiaries receiving at least one day of hospice care in the calendar year.,"[836, 2770, 2199]",
hospice_beneficiaries_with_more_than_sixty_hospice_care_days,NUMBER,Number of distinct Medicare beneficiaries with more than 60 hospice care days in CY2014.,"[368, 2129, 1360]",
percent_routine_home_care_days,NUMBER,Percent of total number of hospice days that were routine home care (RHC) days. RHC days identified using Revenue Code 0651.,"[84, 95, 92]",
medicaid_eligible_hospice_beneficiaries,NUMBER,Number of distinct Medicare beneficiaries eligible for Medicaid for at least one month and receiving at least one day of hospice care in the calendar year.,"[469, 1618, 783]",
site_of_service_long_term_care_or_non_skilled_nursing_facility_hospice_beneficiaries,NUMBER,"Number of distinct Medicare beneficiaries receiving the majority of their hospice care days in a long term care or non-skilled nursing facility. Site of service was determined using HCPCS codes Q5001-Q5010, Q5003 indicates care provided in a long term care or non-skilled nursing facility.","[24, 1255, 213]",
state,TEXT,"The state where the hospice is located, as reported in the POS file. The fifty U.S. states, the District of Columbia and Puerto Rico are reported by the state postal abbreviation.","[""CT"", ""FL"", ""GA""]",
hospice_beneficiaries_with_a_primary_diagnosis_of_circulatory_heart_disease,NUMBER,Number of distinct Medicare beneficiaries receiving hospice care for a primary diagnosis of stroke. Clinical Classifications Software single level diagnosis categories 109-113 were used to define stroke diagnoses. If a hospice beneficiaryhad more than one primary diagnosis the most frequent diagnosis in terms of hospice care days was used.,"[292, 1079, 776]",
site_of_service_skilled_nursing_facility_hospice_beneficiaries,NUMBER,"Number of distinct Medicare beneficiaries receiving the majority of their hospice care days in a skilled nursing facility. Site of service was determined using HCPCS codes Q5001-Q5010, Q5004 indicates care provided in a skilled nursing facility.","[207, 57, 285]",
hospice_beneficiaries_with_a_primary_diagnosis_of_stroke,NUMBER,Number of distinct Medicare beneficiaries receiving hospice care for a primary diagnosis of circulatory/heart disease. Clinical Classifications Software single level diagnosis categories 96-108 and 114-121 were used to define circulatory/heart diagnoses. If a hospice beneficiary had more than one primary diagnosis the most frequent diagnosis in terms of hospice care days was used.,"[126, 477, 329]",
white_hospice_beneficiaries,NUMBER,Number of distinct white Medicare beneficiaries receiving at least one day of hospice care in the calendar year.,"[1801, 6124, 4146]",
site_of_service_assisted_living_facility_hospice_beneficiaries,NUMBER,"Number of distinct Medicare beneficiaries receiving the majority of their hospice care days in an assisted living facility. Site of service was determined using HCPCS codes Q5001-Q5010, Q5002 indicates care provided in an assisted living facility.","[45, 882, 478]",
street_address,TEXT,"The hospice provider address, as reported in the POS file.","[""100 DOUBLE BEACH ROAD"", ""5771 ROOSEVELT BOULEVARD"", ""9470 HEALTHPARK CIRCLE""]",
zip_code,NUMBER,"The hospice provider zip code, as reported in the POS file.","[6405, 33760, 33908]",
hospice_beneficiaries_with_a_primary_diagnosis_of_cancer,NUMBER,Number of distinct Medicare beneficiaries receiving hospice care for a primary diagnosis of cancer. Clinical Classifications Software single level diagnosis categories 11-17 were used to define cancer diagnoses. If a hospice beneficiary had more than one primary diagnosis the most frequent diagnosis in terms of hospice care days was used.,"[750, 1939, 1405]",
black_hospice_beneficiaries,NUMBER,Number of distinct black Medicare beneficiaries receiving at least one day of hospice care in the calendar year.,"[133, 259, 150]",
hospice_beneficiaries_with_more_than_one_hundred_eighty_hospice_care_days,NUMBER,Number of distinct Medicare beneficiaries with more than 180 hospice care days in CY2014.,"[107, 852, 535]",
total_charge_amount,NUMBER,Total charges that hospice providers submitted for hospice care.,"[54149029, 197295641, 119603846]",
hospice_beneficiaries_with_a_primary_diagnosis_of_respiratory_disease,NUMBER,Number of distinct Medicare beneficiaries receiving hospice care for a primary diagnosis of respiratory disease. Clinical Classifications Software single level diagnosis categories 127-134 were used to define respiratory diagnoses. If a hospice beneficiary had more than one primary diagnosis the most frequent diagnosis in terms of hospice care days was used.,"[212, 761, 528]",
skilled_nursing_visit_hours_per_day_during_week_prior_to_death,FLOAT,"Average number of hours per day of skilled nursing hospice care provided during the seven days prior to death. Skilled nursing visits identified using Revenue Codes 0550, 0551, 0552 and 0559.","[0.31, 0.794, 0.412]",
skilled_nursing_visit_hours_per_day,FLOAT,"Average number of hours per day of skilled nursing hospice care provided. Skilled nursing visits identified using Revenue Codes 0550, 0551, 0552 and 0559.","[0.391, 0.35, 0.278]",
site_of_service_inpatient_hospital_hospice_beneficiaries,NUMBER,"Number of distinct Medicare beneficiaries receiving the majority of their hospice care days in an inpatient hospital. Site of service was determined using HCPCS codes Q5001-Q5010, Q5005 indicates care provided in an inpatient hospital.","[206, 183, 150]",
average_age,FLOAT,Average age of Medicare beneficiaries using hospice care in CY2014.,"[82.9, 82.6, 82.0]",
total_medicare_standard_payment_amount,NUMBER,Total amount that Medicare paid for hospice care adjusted for geographic differences in payment rates.,"[19846238, 83197773, 57711413]",
site_of_service_other_facility_hospice_beneficiaries,NUMBER,"Number of distinct Medicare beneficiaries receiving the majority of their hospice care days in a long term care hospital, psychiatric facility, home care in a hospice facility or unknown facility. Site of service was determined using HCPCS codes Q5001-Q5010, Q5007-Q5010 indicate care provided in other facilities.","[12, 25, 47]",
name,TEXT,"The hospice provider name, as reported in the POS file.","[""CONNECTICUT HOSPICE INC, THE"", ""SUNCOAST HOSPICE"", ""HOPE HOSPICE AND COMMUNITY SERVICES INC""]",
total_medicare_payment_amount,NUMBER,Total amount that Medicare paid for hospice care. Hospice services do not have any cost-sharing requirements and the Medicare payment amount will equal the allowed amount.,"[22875504, 78623099, 54485433]",
hispanic_hospice_beneficiaries,NUMBER,Number of distinct Hispanic Medicare beneficiaries receiving at least one day of hospice care in the calendar year.,"[69, 196, 230]",
other_unknown_race_hospice_beneficiaries,NUMBER,Number of distinct Medicare beneficiaries of other/unknown race receiving at least one day of hospice care in the calendar year.,"[19, 45, 25]",
asian_hospice_beneficiaries,NUMBER,Number of distinct Asian Medicare beneficiaries receiving at least one day of hospice care in the calendar year.,"[12, 53, 19]",
home_health_visit_hours_per_day,FLOAT,"Average number of hours per day of home health hospice care provided. Home health visits identified using Revenue Codes 0570, 0571, 0572 and 0579.","[0.441, 0.247, 0.396]",
provider_id,TEXT,The 6-digit identification number for the hospice provider on the claim.,"[""71500"", ""101508"", ""101516""]",
hospice_beneficiaries_with_other_primary_diagnoses,NUMBER,"Number of distinct Medicare beneficiaries receiving hospice care for a primary diagnosis other than cancer, dementia, circulatory/heart, stroke, or respiratory. If a hospice beneficiary had more than one primary diagnosis the most frequent diagnosis in terms of hospice care days was used.","[421, 976, 644]",
total_live_discharges,NUMBER,Number of distinct Medicare beneficiaries with live discharges from hospice care. A hospice beneficiary was considered to have a live discharge if hospice beneficary did not die in hospice care and was not receiving hospice care in CY2015. Includes live discharges for any reason including revocation.,"[132, 629, 368]",
site_of_service_home_hospice_beneficiaries,NUMBER,"Number of distinct Medicare beneficiaries receiving the majority of their hospice care days at home. Site of service was determined using HCPCS codes Q5001-Q5010, Q5001 indicates care provided in hospice beneficiary's private residence (home).","[706, 2659, 1872]",
social_service_visit_hours_per_day_during_week_prior_to_death,FLOAT,"Average number of hours per day of social services hospice care provided during the seven days prior to death. Social service visits identified using Revenue Codes 0560, 0561, 0562 and 0569.","[0.037, 0.124, 0.114]",
female_hospice_beneficiaries,NUMBER,Number of distinct female Medicare beneficiaries receiving at least one day of hospice care in the calendar year.,"[1198, 3907, 2371]",
hospice_beneficiaries,NUMBER,Number of distinct Medicare beneficiaries receiving at least one day of hospice care in the calendar year.,"[2034, 6677, 4570]",
physician_services,NUMBER,Total number of hospice care physician services provided. Physician services identified using Revenue Code 0657.,"[8117, 13567, 16323]",
