column_name,column_type,column_description,sample_value,ref_key
internal_point_lon,FLOAT,"Longitude of the place's internal point, which is the point at or closest to the place's geographic center","[-72.5715237, -73.276946, -73.2553163]",
lsad_code,TEXT,"Current legal/statistical area description code for each place. This helps differentiate between Census Designated Places (CDPs), which are statistical entities) and incorporated places, which are legal entities, among other differences. Census LSAD codes and their descriptions can be found in bigquery-public-data.census_lsad_codes.lsad_codes","[""25"", ""47""]",
state_fips_code,TEXT,Two digit FIPS code that uniquely identifies each state. State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016,"[""50""]",
area_land_meters,NUMBER,"Area of the place that consists of land, in square meters","[26043020, 42714893, 6413118]",
internal_point_geom,BINARY,"Geographic representation of the state's internal point, which is the point at or closest to the state's geographic center","[""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xe4\\x18$\\xd8\\x93$R\\xc0\\xbd\\xc8\\x04\\xfc\\x1a\""F@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x830\\xb7{\\xb9QR\\xc0T\\xba\\x05\\\\\\xa19F@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xb0\\xa8-\\x1aWPR\\xc0\\xcbj_\\xe5u\\x15F@')""]",
place_id,TEXT,Unique idenifier for each place. This is a concatenation of the current state FIPS code and the place FIPS code,"[""5046000"", ""5066175"", ""5074650""]",
fips_class_code,TEXT,Current FIPS class code,"[""C5"", ""C1""]",
functional_status,TEXT,Current functional status code. A full list of possible results can be found: https://www.census.gov/geo/reference/funcstat.html,"[""A""]",
place_gnis_code,TEXT,Current place GNIS code,"[""01462152"", ""01462212"", ""01462233""]",
name_lsad,TEXT,Current name and the translated legal/statistical area description for place,"[""Montpelier city"", ""South Burlington city"", ""Vergennes city""]",
principal_city_msa,BOOLEAN,Indicates if a place is the principal city for a metropolitan or micropolitan statistical area. The polygons defining metropolitan and micropolitan statistical areas are available in bigquery-public-data.geo_us_boundaries.us_msa ,"[false, true]",
place_geom,BINARY,Geographical representation of the polygon that defines the perimeter of each place. This column should be used as the GEO column for visualization in BigQuery Geo Viz,[],
place_fips_code,TEXT,Five-digit FIPS code for the given place,"[""46000"", ""66175"", ""74650""]",
area_water_meters,NUMBER,"Area of the place that consists of water, in square meters","[501844, 33907617, 203405]",
internal_point_lat,FLOAT,"Latitude of the place's internal point, which is the point at or closest to the place's geographic center","[44.2664485, 44.4502368, 44.1676604]",
principal_city_ne,BOOLEAN,Indicates if a place is the principal city for a New England city and town area,"[false, true]",
place_name,TEXT,Full text name of the place,"[""Montpelier"", ""South Burlington"", ""Vergennes""]",
