column_name,column_type,column_description,sample_value,ref_key
place_name,TEXT,Full text name of the place,"[""Raymond"", ""Southaven"", ""Forest""]",
place_fips_code,TEXT,Five-digit FIPS code for the given place,"[""61160"", ""69280"", ""25340""]",
lsad_code,TEXT,"Current legal/statistical area description code for each place. This helps differentiate between Census Designated Places (CDPs), which are statistical entities) and incorporated places, which are legal entities, among other differences. Census LSAD codes and their descriptions can be found in bigquery-public-data.census_lsad_codes.lsad_codes","[""25""]",
area_land_meters,NUMBER,"Area of the place that consists of land, in square meters","[7766511, 107030661, 33873447]",
place_geom,BINARY,Geographical representation of the polygon that defines the perimeter of each place. This column should be used as the GEO column for visualization in BigQuery Geo Viz,[],
name_lsad,TEXT,Current name and the translated legal/statistical area description for place,"[""Raymond city"", ""Southaven city"", ""Forest city""]",
principal_city_ne,BOOLEAN,Indicates if a place is the principal city for a New England city and town area,[false],
place_gnis_code,TEXT,Current place GNIS code,"[""02404596"", ""02405496"", ""02403632""]",
internal_point_lon,FLOAT,"Longitude of the place's internal point, which is the point at or closest to the place's geographic center","[-90.4082751, -89.9776689, -89.4759076]",
state_fips_code,TEXT,Two digit FIPS code that uniquely identifies each state. State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016,"[""28""]",
area_water_meters,NUMBER,"Area of the place that consists of water, in square meters","[0, 527453, 57481]",
principal_city_msa,BOOLEAN,Indicates if a place is the principal city for a metropolitan or micropolitan statistical area. The polygons defining metropolitan and micropolitan statistical areas are available in bigquery-public-data.geo_us_boundaries.us_msa ,[false],
fips_class_code,TEXT,Current FIPS class code,"[""C1""]",
place_id,TEXT,Unique idenifier for each place. This is a concatenation of the current state FIPS code and the place FIPS code,"[""2861160"", ""2869280"", ""2825340""]",
internal_point_lat,FLOAT,"Latitude of the place's internal point, which is the point at or closest to the place's geographic center","[32.2609123, 34.9510049, 32.3598385]",
internal_point_geom,BINARY,"Geographic representation of the state's internal point, which is the point at or closest to the state's geographic center","[""bytearray(b'\\x01\\x01\\x00\\x00\\x00Z\\x91\\xe2-!\\x9aV\\xc0\\xe4\\xcf\\x01\\x93e!@@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00>\\xf4\\x93 \\x92~V\\xc0\\xfb\\xeaO\\x87\\xbayA@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xbez&Eu^V\\xc0\\xbd\\xab\\x1e0\\x0f.@@')""]",
functional_status,TEXT,Current functional status code. A full list of possible results can be found: https://www.census.gov/geo/reference/funcstat.html,"[""A""]",
