column_name,column_type,column_description,sample_value,ref_key
state_fips_code,TEXT,Two digit FIPS code that uniquely identifies each state. State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016,"[""60""]",
place_geom,BINARY,Geographical representation of the polygon that defines the perimeter of each place. This column should be used as the GEO column for visualization in BigQuery Geo Viz,[],
functional_status,TEXT,Current functional status code. A full list of possible results can be found: https://www.census.gov/geo/reference/funcstat.html,"[""A""]",
internal_point_geom,BINARY,"Geographic representation of the state's internal point, which is the point at or closest to the state's geographic center","[""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xf3\\x96\\x06\\xd9\\xcdWe\\xc0\\xf3O\\xba>\\xbd\\xa7,\\xc0')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00r\\x1c\\xd3n\\x8fXe\\xc0\\xfe_\\x1a+\\xd6\\xa9,\\xc0')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00{\\xc3\\xd8\\x9d\\tXe\\xc0\\xfa\\xe9\\xe4\\xb1\\x0b\\xab,\\xc0')""]",
internal_point_lon,FLOAT,"Longitude of the place's internal point, which is the point at or closest to the place's geographic center","[-170.7438779, -170.7675089, -170.7511739]",
principal_city_msa,BOOLEAN,Indicates if a place is the principal city for a metropolitan or micropolitan statistical area. The polygons defining metropolitan and micropolitan statistical areas are available in bigquery-public-data.geo_us_boundaries.us_msa ,[false],
lsad_code,TEXT,"Current legal/statistical area description code for each place. This helps differentiate between Census Designated Places (CDPs), which are statistical entities) and incorporated places, which are legal entities, among other differences. Census LSAD codes and their descriptions can be found in bigquery-public-data.census_lsad_codes.lsad_codes","[""47""]",
place_fips_code,TEXT,Five-digit FIPS code for the given place,"[""32100"", ""48920"", ""64100""]",
area_water_meters,NUMBER,"Area of the place that consists of water, in square meters","[0, 28297219]",
place_gnis_code,TEXT,Current place GNIS code,"[""02414219"", ""02414230"", ""02414246""]",
place_id,TEXT,Unique idenifier for each place. This is a concatenation of the current state FIPS code and the place FIPS code,"[""6032100"", ""6048920"", ""6064100""]",
area_land_meters,NUMBER,"Area of the place that consists of land, in square meters","[635025, 3590273, 1898726]",
name_lsad,TEXT,Current name and the translated legal/statistical area description for place,"[""Faleniu village"", ""Malaeloa/Aitulagi village"", ""Pava'ia'i village""]",
place_name,TEXT,Full text name of the place,"[""Faleniu"", ""Malaeloa/Aitulagi"", ""Pava'ia'i""]",
fips_class_code,TEXT,Current FIPS class code,"[""C1""]",
principal_city_ne,BOOLEAN,Indicates if a place is the principal city for a New England city and town area,[false],
internal_point_lat,FLOAT,"Latitude of the place's internal point, which is the point at or closest to the place's geographic center","[-14.3276157, -14.3317121, -14.3340736]",
