column_name,column_type,column_description,sample_value,ref_key
fips_class_code,TEXT,Current FIPS class code,"[""M2"", ""U1""]",
state_fips_code,TEXT,Two digit FIPS code that uniquely identifies each state. State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016,"[""15""]",
name_lsad,TEXT,Current name and the translated legal/statistical area description for place,"[""Kaneohe Station CDP"", ""Schofield Barracks CDP"", ""Discovery Harbour CDP""]",
place_fips_code,TEXT,Five-digit FIPS code for the given place,"[""28400"", ""69050"", ""05900""]",
functional_status,TEXT,Current functional status code. A full list of possible results can be found: https://www.census.gov/geo/reference/funcstat.html,"[""S""]",
place_name,TEXT,Full text name of the place,"[""Kaneohe Station"", ""Schofield Barracks"", ""Discovery Harbour""]",
internal_point_lat,FLOAT,"Latitude of the place's internal point, which is the point at or closest to the place's geographic center","[21.4454471, 21.4927824, 19.0415042]",
area_water_meters,NUMBER,"Area of the place that consists of water, in square meters","[3671246, 4701, 0]",
internal_point_geom,BINARY,"Geographic representation of the state's internal point, which is the point at or closest to the state's geographic center","[""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xb61v\\xc2\\x0b\\xb8c\\xc0\\x1a\\x996\\xd2\\x08r5@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00U\\xf0%\\x9e\\xfd\\xc1c\\xc0^\\x0b\\xc4\\xfc&~5@')"", ""bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x9f0r`\\x03tc\\xc0\\x8a\\xa5\\xed\\x04\\xa0\\n3@')""]",
place_gnis_code,TEXT,Current place GNIS code,"[""02414064"", ""02414138"", ""02629944""]",
area_land_meters,NUMBER,"Area of the place that consists of land, in square meters","[11405738, 7177614, 9218127]",
internal_point_lon,FLOAT,"Longitude of the place's internal point, which is the point at or closest to the place's geographic center","[-157.7514355, -158.0622092, -155.6254122]",
lsad_code,TEXT,"Current legal/statistical area description code for each place. This helps differentiate between Census Designated Places (CDPs), which are statistical entities) and incorporated places, which are legal entities, among other differences. Census LSAD codes and their descriptions can be found in bigquery-public-data.census_lsad_codes.lsad_codes","[""57""]",
principal_city_msa,BOOLEAN,Indicates if a place is the principal city for a metropolitan or micropolitan statistical area. The polygons defining metropolitan and micropolitan statistical areas are available in bigquery-public-data.geo_us_boundaries.us_msa ,[false],
place_geom,BINARY,Geographical representation of the polygon that defines the perimeter of each place. This column should be used as the GEO column for visualization in BigQuery Geo Viz,[],
principal_city_ne,BOOLEAN,Indicates if a place is the principal city for a New England city and town area,[false],
place_id,TEXT,Unique idenifier for each place. This is a concatenation of the current state FIPS code and the place FIPS code,"[""1528400"", ""1569050"", ""1505900""]",
