column_name,column_type,column_description,sample_value,ref_key
mta_tax,FLOAT,$0.50 MTA tax that is automatically triggered based on the metered rate in use,[0.5],
tip_amount,FLOAT,Tip amount. This field is automatically populated for credit card tips. Cash tips are not included.,[0.0],
total_amount,FLOAT,The total amount charged to passengers. Does not include cash tips.,[15.0],
pickup_datetime,NUMBER,The date and time when the meter was engaged,"[1405452118000000, 1389718418000000, 1418750406000000]",
trip_type,NUMBER,A code indicating whether the trip was a street-hail or a dispatch that is automatically assigned based on the metered rate in use but can be altered by the driver. 1= Street-hail 2= Dispatch,[1.0],
extra,FLOAT,"Miscellaneous extras and surcharges. Currently, this only includes the $0.50 and $1 rush hour and overnight charges",[1.0],
pickup_longitude,FLOAT,,"[-73.95800018310547, -73.8305435180664, -73.90350341796875]",
payment_type,NUMBER,A numeric code signifying how the passenger paid for the trip. 1= Credit card 2= Cash 3= No charge 4= Dispute 5= Unknown 6= Voided trip,"[1, 2]",
distance_between_service,FLOAT,,[],
fare_amount,FLOAT,The time-and-distance fare calculated by the meter,[13.5],
ehail_fee,FLOAT,,[],
dropoff_latitude,FLOAT,,"[40.723873138427734, 40.76581573486328, 40.7740364074707]",
tolls_amount,FLOAT,Total amount of all tolls paid in trip.,[0.0],
passenger_count,NUMBER,The number of passengers in the vehicle. This is a driver-entered value.,"[1, 3, 5]",
trip_distance,FLOAT,The elapsed trip distance in miles reported by the taximeter.,"[3.28, 3.5, 3.37]",
dropoff_longitude,FLOAT,,"[-73.97899627685547, -73.87681579589844, -73.87088012695312]",
vendor_id,TEXT,"A code indicating the LPEP provider that provided the record. 1= Creative Mobile Technologies, LLC; 2= VeriFone Inc.","[""2"", ""1""]",
pickup_latitude,FLOAT,,"[40.721832275390625, 40.759544372558594, 40.745849609375]",
store_and_fwd_flag,TEXT,"This flag indicates whether the trip record was held in vehicle memory before sending to the vendor, aka 'store and forward,' because the vehicle did not have a connection to the server. Y= store and forward trip N= not a store and forward trip","[""N""]",
time_between_service,NUMBER,,[],
dropoff_datetime,NUMBER,The date and time when the meter was disengaged,"[1405453000000000, 1389719176000000, 1418751363000000]",
imp_surcharge,FLOAT,$0.30 improvement surcharge assessed on hailed trips at the flag drop. The improvement surcharge began being levied in 2015.,[],
rate_code,NUMBER,The final rate code in effect at the end of the trip. 1= Standard rate 2=JFK 3=Newark 4=Nassau or Westchester 5=Negotiated fare 6=Group ride,[1],
