column_name,column_type,column_description,sample_value,ref_key
censustract_2010,TEXT,2010 Census Tract geocoded to the address using Geosupport 11.4,"[""928.0""]",
recordid,NUMBER,A unique identifier for each record in the table. Does not correspond to other datasets or identify the tree itself.,"[361992, 361993, 361994]",
zip_new,NUMBER,Zip Code geocoded to the address using Geosupport 11.4,[11694],
longitude,FLOAT,Longitude of point in decimal degrees as geocoded using LION 02A,"[-73.83626, -73.853624]",
borough,TEXT,Borough where tree was recorded.,"[""Queens""]",
diameter,NUMBER,Diameter of the tree as measured at approximately 4.5 feet from the ground.,[0],
sidewalk_condition,TEXT,Whether the tree roots have lifted the adjacent sidewalk.,"[""Good""]",
spc_latin,TEXT,This is the latin/scientific name for the species of this tree.,"[""PLANTING SITE""]",
house_number,TEXT,Numerical portion of the address.,"[""560.0"", ""562.0"", ""565.0""]",
street,TEXT,Street where address for tree is located.,"[""B 132 ST"", ""CRONSTON AV""]",
nta_2010,TEXT,Neighborhood Tabulation Area geocoded to the address using Geosupport 11.4,"[""QN10""]",
segmentid,NUMBER,LION SegmentID geocoded to the address using Geosupport 11.4,"[50005, 50000]",
censusblock_2010,TEXT,2010 Census Block geocoded to the address using Geosupport 11.4,"[""2002.0"", ""2006.0"", ""2005.0""]",
latitude,FLOAT,Latitude of point in decimal degrees as geocoded using LION 02A,"[40.787304, 40.578537]",
species,TEXT,"Species of the tree using a four-letter code, comprised of the first two letters of the genus followed by the first two letters of the species.","[""PS""]",
cb_original,NUMBER,The community board originally geocoded to the address using LION 02A,[414],
zip_original,NUMBER,The zip code originally geocoded to the address using LION 02A,[11694],
y,FLOAT,"Y coordinate of point in the NAD_1983_StatePlane_New_York_Long_Island_FIPS_3104_Feet coordinate system, geocoded using LION 02A","[226155.3551, 150087.0715]",
location,TEXT,,"[""(40.787304, -73.83626)"", ""(40.578537, -73.853624)""]",
x,FLOAT,"X coordinate of point in the NAD_1983_StatePlane_New_York_Long_Island_FIPS_3104_Feet coordinate system, geocoded using LION 02A","[1029592.4, 1024911.08]",
spc_common,TEXT,This is the common name for the species of this tree.,"[""PLANTING SITE""]",
status,TEXT,Overall tree condition.,"[""Planting Space""]",
address,TEXT,Address of the tree.,"[""560 B 132 ST"", ""562 B 132 ST"", ""565 B 132 ST""]",
site,TEXT,This field clarifies the position relative to the address for trees not located in the front of buildings.,"[""Front"", ""Side""]",
support_structure,TEXT,Whether the tree has support structures installed.,"[""None""]",
cb_new,NUMBER,Community Board geocoded to the address using Geosupport 11.4,[414],
wires,TEXT,Whether the tree is located under utility wires,"[""None""]",
