column_name,column_type,column_description,sample_value,ref_key
input_count,NUMBER,The number of inputs in the transaction,[0],
inputs,VARIANT,Transaction inputs,"[""[]""]",
block_timestamp_month,DATE,Month of the block which contains this transaction,"[""2023-04-01""]",
block_number,NUMBER,Number of the block which contains this transaction,"[1861655, 1847614, 1851090]",
output_count,NUMBER,The number of outputs in the transaction,[2],
fee,NUMBER,The fee paid by this transaction,"[""0E-9""]",
hash,TEXT,The hash of this transaction,"[""2b02c8fc751a891e10509a36ae0662c835c8d5238af5381f76df5bc664822acd"", ""c13fe342f93176ccd3aa9036b6a3c8ac142194185941c689b1d396a213b2b307"", ""53dc0d4fe700d9c1c4a640aa8b2f40cc1302beb4d78303ad0ddb3b525244b463""]",
version,NUMBER,Protocol version specified in block which contained this transaction,[3],
size,NUMBER,The size of this transaction in bytes,[241],
input_value,NUMBER,Total value of inputs in the transaction,[],
is_coinbase,BOOLEAN,true if this transaction is a coinbase transaction,[true],
lock_time,NUMBER,Earliest time that miners can include the transaction in their hashing of the Merkle root to attach it in the latest block of the blockchain,[0],
outputs,VARIANT,0-indexed number of an input within a transaction,"[""[\n  {\n    \""addresses\"": [\n      \""XxEcuVw1rbDkRePTHnqtRwMTWqL42Tg9kK\""\n    ],\n    \""index\"": 0,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 ec5d2957c6407c8915003ad478ca459fac1b0d42 OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a914ec5d2957c6407c8915003ad478ca459fac1b0d4288ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 142275814\n  },\n  {\n    \""addresses\"": [\n      \""Xr5ZkoaLAeoFw7GGiNvuwTYZFeDcM9knMg\""\n    ],\n    \""index\"": 1,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 a8d608a131a5fd9c0ac063b33629da422adab17f OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a914a8d608a131a5fd9c0ac063b33629da422adab17f88ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 106458128\n  }\n]"", ""[\n  {\n    \""addresses\"": [\n      \""XcmZt2DMBb8BesoHu4C4HfmJ7nMPmDgKYM\""\n    ],\n    \""index\"": 0,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 16d503dd0215251b0eec1c5fc0e608d509c4f116 OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a91416d503dd0215251b0eec1c5fc0e608d509c4f11688ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 142275814\n  },\n  {\n    \""addresses\"": [\n      \""Xr5ZkoaLAeoFw7GGiNvuwTYZFeDcM9knMg\""\n    ],\n    \""index\"": 1,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 a8d608a131a5fd9c0ac063b33629da422adab17f OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a914a8d608a131a5fd9c0ac063b33629da422adab17f88ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 106458128\n  }\n]"", ""[\n  {\n    \""addresses\"": [\n      \""XhWop5XBMrSKdhiuRdy4jG8mR62GuKyiqw\""\n    ],\n    \""index\"": 0,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 4ae308d170665da8ce5dde48ef78d4d1cf3aa710 OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a9144ae308d170665da8ce5dde48ef78d4d1cf3aa71088ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 142275814\n  },\n  {\n    \""addresses\"": [\n      \""Xr5ZkoaLAeoFw7GGiNvuwTYZFeDcM9knMg\""\n    ],\n    \""index\"": 1,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 a8d608a131a5fd9c0ac063b33629da422adab17f OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a914a8d608a131a5fd9c0ac063b33629da422adab17f88ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 106458128\n  }\n]""]",
output_value,NUMBER,Total value of outputs in the transaction,"[""248733942.000000000"", ""248744170.000000000"", ""248752764.000000000""]",
block_timestamp,NUMBER,Timestamp of the block which contains this transaction,"[1682640175000000, 1680426669000000, 1680974945000000]",
block_hash,TEXT,Hash of the block which contains this transaction,"[""0000000000000004538f222078562070336d99b89bbbd477bc34fe4abb897437"", ""000000000000001522ad54b3a1fcdf2d8b3d8ea22bb0243524ea1099d60c41c7"", ""00000000000000019af801b5d0ebc05837610a58b1923b65caf9d59ce1717c47""]",
virtual_size,NUMBER,The virtual transaction size (differs from size for witness transactions),[],
