column_name,column_type,column_description,sample_value,ref_key
block_timestamp_month,DATE,Month of the block which contains this transaction,"[""2017-04-01""]",
virtual_size,NUMBER,The virtual transaction size (differs from size for witness transactions),[226],
outputs,VARIANT,0-indexed number of an input within a transaction,"[""[\n  {\n    \""addresses\"": [\n      \""1FqYmp7BUtzLLUPcwfis4CPsK3ig6qvuGL\""\n    ],\n    \""index\"": 0,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 a2c03fe518ad5ff888d01514f7e82d9f3be7a946 OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a914a2c03fe518ad5ff888d01514f7e82d9f3be7a94688ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 104518\n  },\n  {\n    \""addresses\"": [\n      \""1BZwkp87PFgP2rQRc7WUgFCGwqW8EjHX9B\""\n    ],\n    \""index\"": 1,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 73ec46af2cebc4261b03da2260452bb98d3d0be1 OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a91473ec46af2cebc4261b03da2260452bb98d3d0be188ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 1120000\n  }\n]"", ""[\n  {\n    \""addresses\"": [\n      \""1FhF8T7qxjkpU4FyzkWZdV25wVpmxCpkPx\""\n    ],\n    \""index\"": 0,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 a12e317b08e8920b3f5db7ded0545209ab0e4cac OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a914a12e317b08e8920b3f5db7ded0545209ab0e4cac88ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 2023640\n  },\n  {\n    \""addresses\"": [\n      \""1Lf7NyA5PNhCiYQmKzuGp7jqmwjPUvRZfE\""\n    ],\n    \""index\"": 1,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 d79f856ae64c23762cd504aa5b2c8c9c4978f2d8 OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a914d79f856ae64c23762cd504aa5b2c8c9c4978f2d888ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 4280000\n  }\n]"", ""[\n  {\n    \""addresses\"": [\n      \""1MvcGeRXFdhReqPwaB61NfVJw1SwvunN8w\""\n    ],\n    \""index\"": 0,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 e58600db9c390723e134c314f1b8f33b260ea835 OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a914e58600db9c390723e134c314f1b8f33b260ea83588ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 900000\n  },\n  {\n    \""addresses\"": [\n      \""1H3jQAJc8kjSYVvYtr2DLhFD5k1fBmKvJX\""\n    ],\n    \""index\"": 1,\n    \""required_signatures\"": 1,\n    \""script_asm\"": \""OP_DUP OP_HASH160 b0063cd56f3cd4e3558606390420a35a31928bbf OP_EQUALVERIFY OP_CHECKSIG\"",\n    \""script_hex\"": \""76a914b0063cd56f3cd4e3558606390420a35a31928bbf88ac\"",\n    \""type\"": \""pubkeyhash\"",\n    \""value\"": 9449570\n  }\n]""]",
lock_time,NUMBER,Earliest time that miners can include the transaction in their hashing of the Merkle root to attach it in the latest block of the blockchain,[0],
block_timestamp,NUMBER,Timestamp of the block which contains this transaction,"[1492548513000000, 1492214906000000, 1492039760000000]",
is_coinbase,BOOLEAN,true if this transaction is a coinbase transaction,[false],
input_value,NUMBER,Total value of inputs in the transaction,"[""1274238.000000000"", ""6330760.000000000"", ""10376690.000000000""]",
hash,TEXT,The hash of this transaction,"[""035fd8df8740ebc03839d8fbef2030d376e6589956ac4ac6d9edf0be053fb450"", ""d1058bd3d8f1ef294d34febf5b5e7d2e832eefc9d94bed47a614b9401d94d99a"", ""4fe9a2fcfbd2d7cdb42a820eda184915f76f35e658f89a8840cbd98a77d785f9""]",
output_count,NUMBER,The number of outputs in the transaction,[2],
size,NUMBER,The size of this transaction in bytes,[226],
