column_name,column_type,column_description,sample_value,ref_key
hash,TEXT,The hash of this transaction,"[""0xed8dffadb17c412e94d135ccbd2185dc5a482afab1bfae9d97ed6c0a59e082da"", ""0xde6e242f61af018df4edf471fc9ffd5b257f299ec0c9d7a875c3a3207ea1b915"", ""0x29a5c0acf6c88801fd5c3714d43e522b116af52a9106185fdeb1f1786c696a0e""]",
value,NUMBER,,"[""2689026035000000000.000000000"", ""0E-9"", ""5008609483000000000.000000000""]",
receipt_gas_used,NUMBER,,[21000],
to_address,TEXT,,"[""0xaaf9b4d74782d75e5daf81d5acb562ea6409dcf6"", ""0xc1e57e7bbff036649c2ea2b52f1ff558d77ab85f"", ""0xc6966bec5adb9e9d371670172cf178fbbd017cbc""]",
transaction_index,NUMBER,,"[240, 4, 103]",
input,TEXT,,"[""0x""]",
block_number,NUMBER,Number of the block which contains this transaction,"[11340491, 8481481, 11340497]",
block_hash,TEXT,Hash of the block which contains this transaction,"[""0xeb2ec5e716d79e7e93fd746fd2034c02c3ac45638b8c13d60059b576cfcfb37c"", ""0x2b2dba6d8a997cb53e2f2a1d17bffe5d1beb8d4f8d5a0dc0d43c91eda914f74f"", ""0xb1e48df9b2458bbd702a88f81ee6d105f7b5e64f4005847d0b6a7b06f1ae64f9""]",
block_timestamp,NUMBER,Timestamp of the block which contains this transaction,"[1601883066000000, 1564190465000000, 1601883182000000]",
gas_price,NUMBER,,[0],
receipt_cumulative_gas_used,NUMBER,,"[5061000, 7465984, 2184000]",
gas,NUMBER,,[21000],
from_address,TEXT,,"[""0x13198af175291a4a33a9f3e982d7b603b39529db"", ""0xc1e57e7bbff036649c2ea2b52f1ff558d77ab85f""]",
receipt_status,NUMBER,,[1.0],
nonce,NUMBER,,"[13917, 0, 13780]",
receipt_root,TEXT,,"[""0xacf2e3a8690836e40aa1ca5f46c4ceef6e2ba2c600bc48475cd01fdd80b16cdf""]",
receipt_contract_address,TEXT,,[],
