column_name,column_type,column_description,sample_value,ref_key
number,NUMBER,The number of the block,"[109930, 109157, 109977]",
transaction_count,NUMBER,Number of transactions included in this block,"[4, 7, 9]",
timestamp_month,DATE,Month of the block creation timestamp specified in block header,"[""2011-02-01""]",
coinbase_param,TEXT,Data specified in the coinbase transaction of this block,"[""0426cc011b028300"", ""0426cc011b0178"", ""0426cc011b0107""]",
merkle_root,TEXT,"The root node of a Merkle tree, where leaves are transaction hashes","[""53d6e703aad6e708c9a62d1f7bc3bef74c17a563e14f5e6e56449a86bbdb835e"", ""cc0576d401ff5715af66723c6590228448773e22181df4ff372a48885b36d75f"", ""c2b5c581d0bca231f854126c3f6ef2d5deeb7f58f28384df548c6cc6636fdf9d""]",
nonce,TEXT,Difficulty solution specified in block header,"[""c58c6a5d"", ""568fb406"", ""e52a56c8""]",
stripped_size,NUMBER,The size of block data in bytes excluding witness data,"[2545, 3167, 3175]",
bits,TEXT,Difficulty threshold specified in block header,"[""1b01cc26""]",
size,NUMBER,The size of block data in bytes,"[2545, 3167, 3175]",
weight,NUMBER,Three times the base size plus the total size. https://github.com/bitcoin/bips/blob/master/bip-0141.mediawiki,"[10180, 12668, 12700]",
version,NUMBER,Protocol version specified in block header,[1],
timestamp,NUMBER,Block creation timestamp specified in block header,"[1298469082000000, 1298142674000000, 1298483045000000]",
hash,TEXT,Hash of this block,"[""00000000000137ecfcf59721de0732c82482b22536214e1a5ed6ff3701088d66"", ""00000000000059365a4d643b35aafb39611cc4187e3379e31ed8035676ae810c"", ""0000000000017ce55029a299f020d7f8e6df6b1990711c8464050d4d54a3c54f""]",
