original_column_name,column_name,column_description,data_format,value_description
casetie,,"VARCHAR(50). Foreign key to the returns table (CaseNum). PK, FK to returns.",character varying,
satisfscore,,"BIGINT. Satisfaction score for the case resolution. Possible values: 1, 2, 3, 4, 5.",bigint,
commstate,,"CustomerCommunicationStatus_enum. Current state of communication with the customer. Possible values: In Progress, Initial, Resolved.",USER-DEFINED,
resptime,,REAL. Response time for handling the case. Example: 14.8.,real,
resolsatis,,"ResolutionSatisfaction_enum. Satisfaction level of the customer after case resolution. Possible values: Dissatisfied, Neutral, Satisfied.",USER-DEFINED,
hasfeedback,,"YesNo_enum. Indicates if feedback was provided by the customer. Possible values: No, Yes.",USER-DEFINED,
feedbacktype,,"FeedbackCategory_enum. Type of feedback provided by the customer. **NULL means no feedback type provided.**. Possible values: Process, Product, Service.",USER-DEFINED,
vendornotice,,"YesNo_enum. Indicates if the vendor was notified about the case. Possible values: No, Yes.",USER-DEFINED,
vendoraction,,"SupplierCorrectiveAction_enum. Action taken by the vendor regarding the case. **NULL means no vendor action reported.**. Possible values: Completed, Initiated.",USER-DEFINED,
preventopp,,"ReturnPreventionOpportunity_enum. Opportunity for preventing future returns. Possible values: High, Low, Medium.",USER-DEFINED,
actionident,,"YesNo_enum. Indicates if an action was identified for the case. Possible values: No, Yes.",USER-DEFINED,
actionstate,,"PreventiveActionStatus_enum. Status of the preventive action. Possible values: Completed, In Progress, Planned.",USER-DEFINED,
kbupdated,,"YesNo_enum. Indicates if the knowledge base was updated after the case. Possible values: No, Yes.",USER-DEFINED,
trainident,,"TEXT. Identifies if training was required after the case. Possible values: 0, 1, F, False, N, NO, P, True, Y, YES.",text,
needsprocimprove,,"YesNo_enum. Indicates if process improvements are needed. Possible values: No, Yes.",USER-DEFINED,
needsdocupdate,,"YesNo_enum. Indicates if documentation updates are needed. Possible values: No, Yes.",USER-DEFINED,
needssysupdate,,"YesNo_enum. Indicates if system updates are needed. Possible values: No, Yes.",USER-DEFINED,
reportstate,,"ReportGenerationStatus_enum. State of the report generation for the case. Possible values: Generated, Pending, Reviewed.",USER-DEFINED,
analysisstate,,"DataAnalysisStatus_enum. State of the data analysis for the case. Possible values: Completed, In Progress, Not Started.",USER-DEFINED,
hastrendanalysis,,"YesNo_enum. Indicates if trend analysis was performed for the case. Possible values: No, Yes.",USER-DEFINED,
hascostanalysis,,"YesNo_enum. Indicates if cost analysis was performed for the case. Possible values: No, Yes.",USER-DEFINED,
recstate,,"RecommendationStatus_enum. State of the recommendation for the case. **NULL means no recommendation state provided.**. Possible values: Approved, Draft.",USER-DEFINED,
actioncount,,BIGINT. Number of actions taken for the case. Example: 0.,bigint,
needsfollowup,,"YesNo_enum. Indicates if follow-up is needed for the case. Possible values: No, Yes.",USER-DEFINED,
nextreview,,TEXT. Date for the next review of the case. Example: 2025-04-28.,text,
closestate,,"CaseClosureStatus_enum. Current closure state of the case. Possible values: Closed, Open, Pending.",USER-DEFINED,
closedate,,TEXT. Date when the case was closed. Example: 2025-02-19.,text,
closenotes,,TEXT. Notes related to the closure of the case. Example: Above suggest statement likely sound..,text,
