original_column_name,column_name,column_description,data_format,value_description
compreg,,VARCHAR(50). Primary key for a compliance‑case record.,character varying,
transref,,VARCHAR(50). Foreign‑key to TransactionRecord.TransReg that triggered the case.,character varying,
regfilestat,,"regulatory_filing_status_enum (enum: 'Delayed', 'Missing', 'Current'). Status of mandatory regulatory filings.",USER-DEFINED,
disclosecmp,,"disclosure_compliance_enum (enum: 'Full', 'Non-compliant', 'Partial'). Disclosure compliance status.",USER-DEFINED,
brokrepstat,,"broker_reporting_status_enum (enum: 'Incomplete', 'Late', 'Complete'). Broker‑dealer reporting standing.",USER-DEFINED,
exchnotif,,"exchange_notification_enum (enum: 'Warning', 'Inquiry'). Exchange notifications issued.",USER-DEFINED,
prevviol,,INT. Count of previous compliance violations on record.,integer,
comprate,,"compliance_rating_enum (enum: 'A', 'B', 'C', 'D'). Overall compliance rating grade.",USER-DEFINED,
risksc,,"NUMERIC(7,4). Composite compliance risk score (e.g., 0.3270).",numeric,
alertlvl,,"alert_level_enum (enum: 'Low', 'Medium', 'High', 'Critical'). Current alert severity.",USER-DEFINED,
invstprior,,"investigation_priority_enum (enum: 'Low', 'Medium', 'High'). Priority assigned for investigation.",USER-DEFINED,
casestat,,"case_status_enum (enum: 'Investigation', 'Monitoring', 'Closed'). Lifecycle state of the compliance case.",USER-DEFINED,
revfreq,,"review_frequency_enum (enum: 'Daily', 'Weekly', 'Monthly'). Frequency of periodic reviews.",USER-DEFINED,
lastrevdt,,DATE. Date of the last formal case review.,date,
nextrevdt,,DATE. Scheduled date for the next review.,date,
monitint,,"monitoring_intensity_enum (enum: 'Standard', 'Enhanced', 'Intensive'). Ongoing monitoring intensity level.",USER-DEFINED,
survsys,,"surveillance_system_enum (enum: 'Primary', 'Secondary', 'Multiple'). Surveillance system(s) producing the alert.",USER-DEFINED,
detectmth,,"detection_method_enum (enum: 'Automated', 'Manual', 'Hybrid'). How the behaviour was detected.",USER-DEFINED,
fposrate,,"NUMERIC(5,2). False‑positive rate of the detection model (e.g., 4.10).",numeric,
modelconf,,"NUMERIC(7,4). Confidence score returned by the detection algorithm (e.g., 0.9132).",numeric,
abhvref,,VARCHAR(50). Optional foreign‑key to AdvancedBehavior.AbhvReg ties deeper pattern analytics to the case.,character varying,
