original_column_name,column_name,column_description,data_format,value_description
invdetreg,,VARCHAR(50). Primary key for a detailed investigation record.,character varying,
compref,,VARCHAR(50). Foreign‑key to ComplianceCase.CompReg that the investigation expands upon.,character varying,
reginv,,"regulatory_investigation_enum (enum: 'Preliminary', 'Active'). Current phase of regulatory investigation.",USER-DEFINED,
patrecsc,,"NUMERIC(7,4). Pattern‑recognition match score (e.g., 0.8045).",numeric,
behansc,,"NUMERIC(7,4). Behavioural analysis score (e.g., 0.6230).",numeric,
netansc,,"NUMERIC(7,4). Network‑analysis anomaly score (e.g., 0.4156).",numeric,
relmapstat,,"relationship_mapping_status_enum (enum: 'Pending', 'Partial', 'Complete'). Status of mapping relationships among entities.",USER-DEFINED,
connent,,VARCHAR(100). List or description of connected entities uncovered.,character varying,
commaddr,,"INT. Count of shared physical or IP addresses across the network (e.g., 3).",integer,
sharectc,,"shared_contact_info_enum (enum: 'Email', 'Phone', 'Multiple'). Type of shared contact information identified.",USER-DEFINED,
finrel,,"financial_relationship_enum (enum: 'Business', 'Personal'). Nature of financial relationships linked.",USER-DEFINED,
commpat,,"communication_pattern_enum (enum: 'Regular', 'Irregular'). Observed communication pattern among parties.",USER-DEFINED,
tcirclesz,,"INT. Size of the trading circle or colluding group (e.g., 6).",integer,
grpbehsc,,"NUMERIC(7,4). Group‑behaviour risk score (e.g., 0.5678).",numeric,
mktabprob,,"NUMERIC(5,2). Estimated probability of market‑abuse activity (e.g., 22.60).",numeric,
evidstr,,"evidence_strength_enum (enum: 'Weak', 'Moderate', 'Strong'). Strength of supporting evidence.",USER-DEFINED,
docustat,,"documentation_status_enum (enum: 'Incomplete', 'Partial', 'Complete'). Documentation completeness level.",USER-DEFINED,
sentref,,VARCHAR(50). Optional foreign‑key to SentimentAndFundamentals.SentReg for sentiment context.,character varying,
