column_name,column_type,column_description,sample_value,ref_key
study_id,TEXT,,"[""FINNGEN_R6_M13_SHORTACHILLES"", ""FINNGEN_R6_M13_SPININSTAB"", ""FINNGEN_R6_M13_THORACISPINEPAIN""]",
has_sumstats,BOOLEAN,,[true],
trait_reported,TEXT,,"[""Short Achilles tendon (acquired)"", ""Spinal instabilities"", ""Pain in thoracic spine""]",
pub_title,TEXT,,[],
n_replication,NUMBER,,[0],
pub_date,TEXT,,"[""2022-01-24""]",
ancestry_replication,VARIANT,,"[""{\n  \""list\"": []\n}""]",
pub_journal,TEXT,,[],
n_cases,NUMBER,,"[397, 549, 2747]",
pmid,TEXT,,[],
n_initial,NUMBER,,"[198121, 194838, 197036]",
pub_author,TEXT,,"[""FINNGEN_R6""]",
trait_efos,VARIANT,,"[""{\n  \""list\"": [\n    {\n      \""element\"": \""HP_0001771\""\n    }\n  ]\n}"", ""{\n  \""list\"": [\n    {\n      \""element\"": \""HP_0005881\""\n    }\n  ]\n}"", ""{\n  \""list\"": [\n    {\n      \""element\"": \""EFO_0003843\""\n    }\n  ]\n}""]",
trait_category,TEXT,,"[""phenotype""]",
num_assoc_loci,NUMBER,,"[0, 1]",
source,TEXT,,"[""FINNGEN""]",
ancestry_initial,VARIANT,,"[""{\n  \""list\"": [\n    {\n      \""element\"": \""European=198121\""\n    }\n  ]\n}"", ""{\n  \""list\"": [\n    {\n      \""element\"": \""European=194838\""\n    }\n  ]\n}"", ""{\n  \""list\"": [\n    {\n      \""element\"": \""European=197036\""\n    }\n  ]\n}""]",
