column_name,column_type,column_description,sample_value,ref_key
gene_name,TEXT,,"[""IGHE"", ""IGHG4"", ""IGHG1""]",
description,TEXT,,"[""immunoglobulin heavy constant epsilon [Source:HGNC Symbol;Acc:HGNC:5522]"", ""immunoglobulin heavy constant gamma 4 (G4m marker) [Source:HGNC Symbol;Acc:HGNC:5528]"", ""immunoglobulin heavy constant gamma 1 (G1m marker) [Source:HGNC Symbol;Acc:HGNC:5525]""]",
tss,NUMBER,,"[105601728, 105626066, 105743071]",
fwdstrand,NUMBER,,"[0, 1]",
start,NUMBER,,"[105597691, 105620506, 105736343]",
biotype,TEXT,,"[""IG_C_gene""]",
chr,TEXT,,"[""14"", ""22""]",
end,NUMBER,,"[105601728, 105626066, 105743071]",
exons,TEXT,,"[""[105597691,105597774,105597859,105597980,105600074,105600397,105600481,105600804,105600891,105601211,105601419,105601728]"", ""[105620506,105621995,105623068,105623198,105624484,105624798,105624896,105625225,105625344,105625379,105625772,105626066]"", ""[105736343,105737845,105740063,105740193,105741481,105741795,105741893,105742222,105742341,105742385,105742777,105743071]""]",
gene_id,TEXT,,"[""ENSG00000211891"", ""ENSG00000211892"", ""ENSG00000211896""]",
