column_name,column_type,column_description,sample_value,ref_key
exp_assayValueHigh,FLOAT,High value for experimental assay,[],
exp_assayUnits,TEXT,Units of measurement for experimental assay,"[""nM""]",
db_downloadDate,TEXT,Date on which database was downloaded,"[""07.03.2016""]",
exp_assayValueLow,FLOAT,Low value for experimental assay,[],
exp_assaySpecies,TEXT,Species used in experimental assay,[],
sourceID,NUMBER,ID for source of supporting Targetome evidence,"[1028, 1346, 1032]",
db_version,TEXT,Database version,"[""2016_m6""]",
exp_assayDescription,TEXT,Experimental assay description,[],
databaseName,TEXT,Name of database from which supporting evidence and literature are obtained,"[""BindingDB""]",
exp_parentSource,TEXT,Source from which experimental assay was obtained,"[""Curated from the literature by BindingDB"", ""ChEMBL"", ""PubChem""]",
db_downloadURL,TEXT,URL from which database was downloaded,"[""https://www.bindingdb.org/bind/chemsearch/marvin/SDFdownload.jsp?all_download=yes""]",
exp_assayType,TEXT,Assay type used for experimental evidence,"[""KD""]",
PubMedID,TEXT,PubMedID identifying literature,"[""18308563"", ""15081026"", ""17349580""]",
exp_assayRelation,TEXT,Relation of values for experimental assay,"[""="", ""<""]",
expID,NUMBER,ID for experimental evidence supporting Targetome interactions,"[349, 3873, 358]",
exp_assayValueMedian,FLOAT,Median value for experimental assay,"[1.0, 53.5, 1200000.0]",
