original_column_name,column_name,column_description,data_format,value_description
envregistry,,VARCHAR(50) PRIMARY KEY uniquely identifying each environment record.,character varying,
arearegistry,,"UUID REFERENCES Plant(GrowRegistry), referencing which plant area is monitored.",uuid,
envmoment,,"TIMESTAMP noting when these environmental readings were taken (e.g., '2023-07-15 10:30:00').",timestamp without time zone,
celltempc,,"DECIMAL(7,3) measuring the cell temperature in °C (was 'CellTemperatureC') (e.g., 55.120).",numeric,
ambtempc,,"NUMERIC(7,3) ambient temperature in °C (was 'AmbientTemperatureC') (e.g., 35.600).",numeric,
soillosspct,,"NUMERIC(7,3) soiling loss percentage (was 'SoilingLossPercent') (e.g., 2.500).",numeric,
dustdengm2,,"DECIMAL(7,3) dust density in g/m² (was 'DustDensityGM2') (e.g., 0.100).",numeric,
cleancycledays,,"SMALLINT indicating the scheduled cleaning cycle in days (was 'CleaningCycleDays') (e.g., 30).",smallint,
lastcleandt,,"DATE for when the last cleaning happened (was 'LastCleaningDate') (e.g., '2023-06-01').",date,
relhumpct,,"DECIMAL(7,3) relative humidity percentage (was 'RelativeHumidityPercent') (e.g., 35.500).",numeric,
windspdms,,"NUMERIC(7,3) wind speed in m/s (was 'WindSpeedMS') (e.g., 3.200).",numeric,
winddirdeg,,"DECIMAL(7,3) wind direction in degrees (was 'WindDirectionDegrees') (e.g., 180.000).",numeric,
preciptmm,,"NUMERIC(6,2) precipitation in mm (was 'PrecipitationMM') (e.g., 12.50).",numeric,
airpresshpa,,"DECIMAL(6,2) air pressure in hPa (was 'AirPressureHPA') (e.g., 1013.25).",numeric,
uv_idx,,"NUMERIC(7,3) UV index reading (was 'UVIndex') (e.g., 7.500).",numeric,
cloudcovpct,,"DECIMAL(7,3) cloud coverage percentage (was 'CloudCoveragePercent') (e.g., 20.250).",numeric,
snowcovpct,,"NUMERIC(7,3) snow coverage percentage (was 'SnowCoveragePercent') (e.g., 0.000).",numeric,
irradiance_conditions,,"JSONB column. Groups irradiance-related environmental measurements, including global, direct, diffuse, and plane-of-array irradiance, along with spectral mismatch.
Fields: {""irradiance_types"":[""DECIMAL(6,2) global solar irradiance in W/m² (was 'SolarIrradianceWM2') (e.g., 950.50)."",""NUMERIC(5,1) direct normal irradiance in W/m² (was 'DirectIrradianceWM2') (e.g., 800.2)."",""DECIMAL(7,3) diffuse irradiance in W/m² (was 'DiffuseIrradianceWM2') (e.g., 150.300)."",""NUMERIC(7,3) plane-of-array irradiance in W/m² (was 'POAIrradianceWM2') (e.g., 980.450).""],""specmisfac"":""DECIMAL(7,3) spectral mismatch factor (was 'SpectralMismatchFactor') (e.g., 1.020).""}",jsonb,
