column_name,column_type,column_description,sample_value,ref_key
emergency_motor_vehicle_use_name,TEXT,,"[""Not Applicable""]",
hit_and_run_name,TEXT,,"[""No""]",
number_of_occupants,NUMBER,,"[0, 1]",
pgvwr_to,TEXT,,"[""11""]",
vin_character_11,TEXT,,"[""1"", ""0"", ""C""]",
minute_of_crash_name,TEXT,,"[""12"", ""8"", ""59""]",
vin_character_12,TEXT,,"[""1"", ""2"", ""X""]",
vin_character_7,TEXT,,"[""N"", ""5"", ""3""]",
pvpicbodyclassname,TEXT,,"[""Convertible/Cabriolet"", ""Coupe""]",
pvpicbodyclass,TEXT,,"[""1"", ""3""]",
vin_character_4,TEXT,,"[""3"", ""N"", ""E""]",
pgvwr_from,TEXT,,"[""11""]",
vehicle_make_name,TEXT,,"[""Chevrolet"", ""Mazda"", ""BMW""]",
mcid_identification_number,TEXT,,"[""000000000""]",
special_use_name,TEXT,,"[""No Special Use""]",
pvpicmake,TEXT,,"[""467"", ""473"", ""452""]",
day_of_crash,NUMBER,,"[16, 5, 24]",
registration_state_name,TEXT,,"[""Utah"", ""No Registration"", ""Michigan""]",
number_of_occupants_name,TEXT,,"[""None"", ""01""]",
unit_type,NUMBER,,"[3, 2]",
first_harmful_event_name,TEXT,,"[""Curb"", ""Mail Box"", ""Parked Motor Vehicle""]",
registered_vehicle_owner,NUMBER,,[6],
month_of_crash_name,TEXT,,"[""December"", ""March"", ""April""]",
pgvwr_toname,TEXT,,"[""Class 1: 6,000 lbs. or less (2,722 kg or less)""]",
ptrlr3vinname,TEXT,,"[""No Trailing Units""]",
ptrlr2gvwrname,TEXT,,"[""No Trailing Units""]",
ptrlr2vin,TEXT,,"[""777777777777""]",
vin_character_8,TEXT,,"[""3"", ""1"", ""5""]",
vehicle_configuration_name,TEXT,,"[""Not Applicable""]",
pvpicmodel,TEXT,,"[""1829"", ""2072"", ""1732""]",
release_of_hazardous_material_from_the_cargo_compartment_name,TEXT,,"[""Not Applicable""]",
registration_state,NUMBER,,"[49, 92, 26]",
hazardous_material_placard,NUMBER,,[0],
most_harmful_event,NUMBER,,"[12, 53, 14]",
hit_and_run,NUMBER,,[0],
vehicle_configuration,NUMBER,,[0],
consecutive_number,NUMBER,,"[490253, 550069, 391095]",
bus_use_name,TEXT,,"[""Not a Bus""]",
vin_character_10,TEXT,,"[""0"", ""M"", ""8""]",
hour_of_crash,NUMBER,,"[0, 14, 19]",
vin_character_3,TEXT,,"[""4"", ""1"", ""A""]",
hour_of_crash_name,TEXT,,"[""0:00am-0:59am"", ""2:00pm-2:59pm"", ""7:00pm-7:59pm""]",
state_number,NUMBER,,"[49, 55, 39]",
vin_character_2,TEXT,,"[""2"", ""M"", ""B""]",
registered_vehicle_owner_name,TEXT,,"[""Driverless/Motor Vehicle Parked/Stopped Off Roadway""]",
first_harmful_event,NUMBER,,"[33, 53, 14]",
vehicle_removal_name,TEXT,,"[""Not Towed"", ""Towed But Not Due to Disabling Damage"", ""Towed Due to Disabling Damage""]",
vehicle_model_year,NUMBER,,"[1968, 1991, 2008]",
fire_occurrence_name,TEXT,,"[""No or Not Reported""]",
release_of_hazardous_material_from_the_cargo_compartment,NUMBER,,[0],
most_harmful_event_name,TEXT,,"[""Motor Vehicle In-Transport"", ""Mail Box"", ""Parked Motor Vehicle""]",
body_type_name,TEXT,,"[""Convertible(excludes sun-roof,t-bar)"", ""2-door sedan,hardtop,coupe""]",
fire_occurrence,NUMBER,,[0],
ptrlr2vinname,TEXT,,"[""No Trailing Units""]",
motor_carrier_identification_number_name,TEXT,,"[""Not Applicable""]",
mcid_issuing_authority_name,TEXT,,"[""Not Applicable""]",
special_use,NUMBER,,[0],
minute_of_crash,NUMBER,,"[12, 8, 59]",
make_model_combined,TEXT,,"[""Chevrolet Camaro"", ""Mazda Miata/MX-5"", ""BMW 6-series""]",
bus_use,NUMBER,,[0],
ptrlr1vin,TEXT,,"[""777777777777""]",
cargo_body_type,NUMBER,,[0],
ptrlr1gvwr,TEXT,,"[""77""]",
pgvwr_fromname,TEXT,,"[""Class 1: 6,000 lbs. or less (2,722 kg or less)""]",
vehicle_make,NUMBER,,"[20, 41, 34]",
vehicle_model,NUMBER,,"[9, 45, 36]",
vehicle_number,NUMBER,,"[3, 2]",
extent_of_damage,NUMBER,,"[2, 4, 6]",
motor_carrier_identification_number,TEXT,,"[""00000000000""]",
ptrlr3vin,TEXT,,"[""777777777777""]",
ptrlr1vinname,TEXT,,"[""No Trailing Units""]",
ptrlr2gvwr,TEXT,,"[""77""]",
pvpicmodelname,TEXT,,"[""Camaro"", ""MX-5"", ""650i""]",
picfinalbodyname,TEXT,,"[""Not Applicable""]",
fatalities_in_vehicle,NUMBER,,"[0, 1]",
vehicle_model_year_name,TEXT,,"[""1968"", ""1991"", ""2008""]",
hazardous_material_identification_number_name,TEXT,,"[""Not Applicable""]",
ptrlr1gvwrname,TEXT,,"[""No Trailing Units""]",
number_of_motor_vehicles_in_transport_mvit,NUMBER,,[1],
unit_type_name,TEXT,,"[""Motor Vehicle Not In-Transport Outside the Trafficway"", ""Motor Vehicle Not In-Transport Within the Trafficway""]",
mcid_identification_number_name,TEXT,,"[""Not Applicable""]",
initial_contact_point,NUMBER,,"[12, 7, 6]",
vehicle_trailing,NUMBER,,[0],
vehicle_identification_number_vin_name,TEXT,,"[""124378N33011"", ""JM1NA3519M02"", ""WBAEB53588CX""]",
mcid_issuing_authority,NUMBER,,[0],
extent_of_damage_name,TEXT,,"[""Minor Damage"", ""Functional Damage"", ""Disabling Damage""]",
day_of_crash_name,TEXT,,"[""16"", ""5"", ""24""]",
picfinalbody,TEXT,,"[""0""]",
underride_override_name,TEXT,,"[""No Underride or Override Noted""]",
vehicle_identification_number_vin,TEXT,,"[""124378N33011"", ""JM1NA3519M02"", ""WBAEB53588CX""]",
pvpicmakename,TEXT,,"[""Chevrolet"", ""Mazda"", ""BMW""]",
vehicle_removal,NUMBER,,"[5, 3, 2]",
hazardous_material_involvement_name,TEXT,,"[""No""]",
hazardous_material_placard_name,TEXT,,"[""Not Applicable""]",
hazardous_material_class_number_name,TEXT,,"[""Not Applicable""]",
month_of_crash,NUMBER,,"[12, 3, 4]",
cargo_body_type_name,TEXT,,"[""Not Applicable (N/A)""]",
underride_override,NUMBER,,[0],
ptrlr3gvwrname,TEXT,,"[""No Trailing Units""]",
vehicle_trailing_name,TEXT,,"[""No Trailing Units""]",
vin_character_1,TEXT,,"[""1"", ""J"", ""W""]",
hazardous_material_class_number,NUMBER,,[0],
manner_of_collision,NUMBER,,[0],
hazardous_material_involvement,NUMBER,,[1],
vin_character_5,TEXT,,"[""7"", ""A"", ""B""]",
vin_character_6,TEXT,,"[""8"", ""3"", ""5""]",
vin_character_9,TEXT,,"[""3"", ""9"", ""8""]",
body_type,NUMBER,,"[1, 2]",
emergency_motor_vehicle_use,NUMBER,,[0],
manner_of_collision_name,TEXT,,"[""The First Harmful Event was Not a Collision with a Motor Vehicle in Transport""]",
ptrlr3gvwr,TEXT,,"[""77""]",
initial_contact_point_name,TEXT,,"[""12 Clock Point"", ""7 Clock Point"", ""6 Clock Point""]",
hazardous_material_identification_number,NUMBER,,[0],
state_name,TEXT,,"[""Utah"", ""Wisconsin"", ""Ohio""]",
