column_name,column_type,column_description,sample_value,ref_key
fuel,TEXT,,"[""""]",
fuel_code,TEXT,,"[""""]",
drive_type_2,TEXT,,"[""""]",
num_of_doors,NUMBER,,[0],
vehicle_type,TEXT,,"[""Motorcycle""]",
vehicle_manufacturer_name,TEXT,,"[""Polaris""]",
num_of_wheels_by_power_train,NUMBER,,[0],
rear_tire_size_code,TEXT,,"[""""]",
valves_total,NUMBER,,[0],
restraint_type_code,TEXT,,"[""""]",
rear_tire_size,TEXT,,"[""""]",
body_style_code,TEXT,,"[""SS""]",
brakes_abs_code,TEXT,,"[""""]",
plant_state_code,TEXT,,"[""MN""]",
vehicle_number,NUMBER,,[1],
marketing_year,NUMBER,,"[2015, 2014, 2013]",
country_sold_code,TEXT,,"[""""]",
total_battery_power,TEXT,,"[""""]",
type_of_fuel,TEXT,,"[""""]",
plant_country,TEXT,,"[""United States""]",
battery_voltage,TEXT,,"[""""]",
cycle_count,NUMBER,,[4],
axle_type_front_axle_code,TEXT,,"[""""]",
daytime_running_lights_1,TEXT,,"[""""]",
cylinder_count_code,TEXT,,"[""2"", ""1""]",
vehicle_make,TEXT,,"[""POLS""]",
turbocharger_flag,TEXT,,"[""""]",
valves_per_cylinder,NUMBER,,[0],
head_configuration_1,TEXT,,"[""""]",
brakes_abs_description,TEXT,,"[""""]",
plant_country_code,TEXT,,"[""USA""]",
security_type,TEXT,,"[""""]",
num_of_barrels,TEXT,,"[""""]",
state_number,NUMBER,,"[4, 49, 17]",
block_type,TEXT,,"[""""]",
base_price,TEXT,,"[""20299"", ""12299"", ""14399""]",
origin_code,TEXT,,"[""D""]",
vehicle_trim_4,TEXT,,"[""""]",
displacement_cid,NUMBER,,[0],
vehicle_trim,TEXT,,"[""XP 1000 EPS"", ""570 EPS"", ""XP 900 EPS""]",
front_tire_size,TEXT,,"[""""]",
distance_between_axles_for_particular_series,TEXT,,"[""""]",
number_of_wheels,NUMBER,,[0],
drive_type_1,TEXT,,"[""""]",
plant_city,TEXT,,"[""ROSEAU""]",
gross_vehicle_weights_range_code,NUMBER,,[],
engine_model,TEXT,,"[""""]",
engine_manufacture,TEXT,,"[""""]",
carburetion_types_code,TEXT,,"[""""]",
vehicle_manufacturer_code,TEXT,,"[""C180""]",
daytime_running_lights_2,TEXT,,"[""""]",
rear_tire,NUMBER,,[],
origin,TEXT,,"[""Domestic""]",
duty_type_code,TEXT,,"[""""]",
standard_segmentation,TEXT,,"[""""]",
motorcycles_body_style,TEXT,,"[""Off - Highway""]",
cab_configuration,TEXT,,"[""""]",
supercharge_flag_description,TEXT,,"[""""]",
axle_type_front_axle,TEXT,,"[""""]",
turbocharger_flag_description,TEXT,,"[""""]",
variable_valve_timing_flag,TEXT,,"[""""]",
model_code,TEXT,,"[""RZR"", ""RANGER""]",
engine_manufacture_code,TEXT,,"[""""]",
front_tire_pressure,NUMBER,,[0],
axle_type_rear_axle_code,TEXT,,"[""""]",
front_tire,NUMBER,,[],
standard_segmentation_code,TEXT,,"[""""]",
displacement_cc,NUMBER,,"[999, 567, 875]",
engine_code,TEXT,,"[""DE9"", ""H6A"", ""TE7""]",
head_configuration_2,TEXT,,"[""""]",
battery_type,TEXT,,"[""""]",
motorcycles_body_style_code,TEXT,,"[""OFF""]",
brake_type,TEXT,,"[""""]",
shipping_weight,NUMBER,,"[1379, 1059, 1342]",
security_type_code,TEXT,,"[""""]",
vehicle_type_code,TEXT,,"[""M""]",
carburetion_types,TEXT,,"[""""]",
vehicle_trim_3,TEXT,,"[""""]",
rear_tire_pressure,NUMBER,,[0],
brake_type_code,TEXT,,"[""""]",
make_name,TEXT,,"[""POLARIS""]",
vehicle_trim_1,TEXT,,"[""""]",
is_incomplete,TEXT,,"[""N""]",
axle_type_rear_axle,TEXT,,"[""""]",
cab_configuration_code,TEXT,,"[""""]",
bed_length,TEXT,,"[""""]",
front_tire_size_code,TEXT,,"[""""]",
displacement_liters,FLOAT,,[],
supercharge_flag,TEXT,,"[""""]",
vehicle_trim_2,TEXT,,"[""""]",
plant_code,TEXT,,"[""B"", ""D""]",
tonnage_rating,TEXT,,"[""""]",
bed_length_code,TEXT,,"[""""]",
gross_vehicle_weights_range,TEXT,,"[""""]",
battery_type_code,TEXT,,"[""""]",
type_of_fuel_code,TEXT,,"[""""]",
restraint_type,TEXT,,"[""""]",
country_sold,TEXT,,"[""""]",
distance_between_axles_for_base_model,FLOAT,,[],
plant_state,TEXT,,"[""MINNESOTA""]",
duty_type,TEXT,,"[""""]",
body_style,TEXT,,"[""SIDE BY SIDE""]",
consecutive_number,NUMBER,,"[40310, 490063, 170794]",
