column_name,column_type,column_description,sample_value,ref_key
area_land_miles,FLOAT,Land Area (square miles) - Created for statistical purposes only,"[82.008, 17.947, 3.145]",
latitude,FLOAT,"Latitude (decimal degrees) First character is blank or ""-"" denoting North or South latitude respectively","[13.377481, 13.300946, 13.260372]",
zipcode_geom,TEXT,Generalized areal representations of United States Postal Service (USPS) ZIP Codes as polygons,[],
city,TEXT,Comma-separated list of cities,"[""Barrigada"", ""Ankeny city, Saylorville CDP"", ""Cedar Rapids city""]",
zipcode,TEXT,Five digit ZIP Code Tabulation Area Census Code,"[""96915"", ""96917"", ""96916""]",
state_fips,TEXT,FIPS state code for the zipcode,"["""", ""19""]",
longitude,FLOAT,"Longitude (decimal degrees) First character is blank or ""-"" denoting East or West longitude respectively","[144.702278, 144.739811, 144.700679]",
area_water_miles,FLOAT,Water Area (square miles) - Created for statistical purposes only,"[6.42, 0.048, 0.0]",
area_land_meters,NUMBER,Land Area (square meters) - Created for statistical purposes only,"[212399610, 46482162, 8146159]",
state_code,TEXT,Abbreviations of the state for the zipcode,"[""GU"", ""IA""]",
area_water_meters,NUMBER,Water Area (square meters) - Created for statistical purposes only,"[16628595, 125441, 0]",
county,TEXT,Comma-separated list of counties,"["""", ""Polk County"", ""Linn County""]",
state_name,TEXT,Name of the state for the zipcode,"[""Guam"", ""Iowa""]",
