column_name,column_type,column_description,sample_value,ref_key
event_number,NUMBER,,"[10, 12]",
sequence_of_events_name,TEXT,,"[""Rollover/Overturn""]",
area_of_impact_this_vehicle,NUMBER,,[0],
consecutive_number,NUMBER,,"[40635, 50241, 60339]",
vehicle_number_other_vehicle_name,TEXT,,"[""Not a Motor Vehicle""]",
vehicle_number_other_vehicle,NUMBER,,[9999],
vehicle_number_this_vehicle,NUMBER,,"[1, 4, 2]",
vehicle_event_number,TEXT,,"[""10"", ""12"", ""4""]",
state_number,NUMBER,,"[4, 5, 6]",
area_of_impact_other_vehicle_name,TEXT,,"[""Not a Motor Vehicle""]",
state_name,TEXT,,"[""Arizona"", ""Arkansas"", ""California""]",
sequence_of_events,NUMBER,,[1],
vehicle_number,NUMBER,,"[1, 4, 2]",
area_of_impact_this_vehicle_name,TEXT,,"[""Non-Collision""]",
area_of_impact_other_vehicle,NUMBER,,[77],
