column_name,column_type,column_description,sample_value,ref_key
msa_geom,BINARY,Points of a polygon that encompass the state. Should be used for geographic visualization,[],
csa_code,TEXT,Current Combined Statistical Area (CSA) code of the CSA that contains the metropolitan statistical area/micropolitan statistical area (MSA),"[""468"", ""524"", ""544""]",
int_point_lat,TEXT,"Current latitude of the internal point, which is the point at or closest to the MSA's geographic center","[""+35.9410455"", ""+40.9091603"", ""+28.7314546""]",
name,TEXT,Full text name of the metropolitan statistical area/micropolitan statistical area,"[""Rocky Mount, NC"", ""State College, PA"", ""Victoria, TX""]",
msa_code,TEXT,"Current metropolitan statistical area/micropolitan
statistical area (MSA) code","[""40580"", ""44300"", ""47020""]",
int_point_lon,TEXT,"Current longitude of the internal point, which is the point at or closest to the MSA's geographic center","[""-077.7985494"", ""-077.8478297"", ""-097.1969934""]",
area_water_meters,NUMBER,"Current water area, in square meters","[""9894909.000000000"", ""8187277.000000000"", ""36475960.000000000""]",
status_indicator,TEXT,"Current metropolitan/micropolitan status indicator. 

1 indicates a metropolitan statistical area. Each metropolitan statistical area must have at least one urbanized area of 50,000 or more inhabitants.
2 indicates a micropolitan statistical area. Each micropolitan statistical area must have at least one urban cluster of at least 10,000 inhabitants, with no more than 49,999","[""1""]",
area_land_meters,NUMBER,"Current land area, in square meters","[""2708802707.000000000"", ""2874529780.000000000"", ""4491343500.000000000""]",
lsad_code,TEXT,"Legal/Statistical area description (LSAD) code for a given MSA.

M1 indicates a ""metro area (suffix)""
M2 indicates a ""micro area (suffix)""","[""M1""]",
lsad_name,TEXT,Current name and the translated legal/statistical area description for metropolitan statistical area/micropolitan statistical area,"[""Rocky Mount, NC Metro Area"", ""State College, PA Metro Area"", ""Victoria, TX Metro Area""]",
feature_class_code,TEXT,"MAF/TIGER feature class code 

G3110 indicates either a metropolitan or micropolitan statistical area","[""G3110""]",
geo_code,TEXT,Unique identifier for each MSA. Matches msa_code,"[""40580"", ""44300"", ""47020""]",
