column_name,column_type,column_description,sample_value,ref_key
CustomFields,TEXT,,"[""{ \""CountryOfManufacture\"": \""USA\"", \""ShelfLife\"": \""7 days\"", \""Tags\"": [] }"", ""{ \""CountryOfManufacture\"": \""China\"", \""Tags\"": [], \""Range\"": \""Children\"" }"", ""{ \""CountryOfManufacture\"": \""China\"", \""Tags\"": [], \""Range\"": \""Teens/Young Adult\"" }""]",
Brand,TEXT,,"[""NULL""]",
LastEditedBy,NUMBER,,[1],
StockItemName,TEXT,,"[""Chocolate frogs 250g"", ""White chocolate snow balls 250g"", ""\""The Gu\"" red shirt XML tag t-shirt (White) 3XS""]",
Photo,TEXT,,"[""NULL""]",
OuterPackageID,NUMBER,,[6],
ValidFrom,NUMBER,,[1464735600000000],
UnitPackageID,NUMBER,,"[1, 7]",
RecommendedRetailPrice,FLOAT,,"[12.23, 26.91]",
InternalComments,TEXT,,"[""NULL""]",
Tags,TEXT,,"[""[]""]",
Barcode,TEXT,,"[""8792838293987"", ""8792838293236"", ""NULL""]",
LeadTimeDays,NUMBER,,"[3, 7]",
MarketingComments,TEXT,,"[""Perfect for your child's party"", ""NULL""]",
TaxRate,FLOAT,,"[10.0, 15.0]",
QuantityPerOuter,NUMBER,,"[24, 12]",
StockItemID,NUMBER,,"[224, 226, 76]",
UnitPrice,FLOAT,,"[8.55, 18.0]",
Size,TEXT,,"[""250g"", ""3XS"", ""S""]",
TypicalWeightPerUnit,FLOAT,,"[0.25, 0.3, 0.35]",
ValidTo,NUMBER,,[253402300799999999],
ColorID,TEXT,,"[""NULL"", ""35""]",
IsChillerStock,NUMBER,,"[1, 0]",
SearchDetails,TEXT,,"[""Chocolate frogs 250g Perfect for your child's party"", ""White chocolate snow balls 250g Perfect for your child's party"", ""\""The Gu\"" red shirt XML tag t-shirt (White) 3XS ""]",
SupplierID,NUMBER,,"[1, 4]",
