column_name,column_type,column_description,sample_value,ref_key
FinalizationDate,TEXT,,"[""2013-04-08""]",
PaymentMethodID,NUMBER,,[4],
SupplierInvoiceNumber,TEXT,,"[""8940"", ""873"", ""5240""]",
IsFinalized,NUMBER,,[1],
TaxAmount,FLOAT,,"[10863.9, 10966.5, 11928.6]",
OutstandingBalance,FLOAT,,[0.0],
LastEditedBy,NUMBER,,[2],
SupplierID,NUMBER,,"[4, 7]",
TransactionAmount,FLOAT,,"[83289.9, 84076.5, 91452.6]",
LastEditedWhen,NUMBER,,[1365411600000000],
AmountExcludingTax,FLOAT,,"[72426.0, 73110.0, 79524.0]",
PurchaseOrderID,TEXT,,"[""153"", ""155"", ""161""]",
TransactionTypeID,NUMBER,,[5],
TransactionDate,DATE,,"[""2013-04-02"", ""2013-04-03"", ""2013-04-08""]",
SupplierTransactionID,NUMBER,,"[21470, 21757, 22931]",
